wavelength,blank,S8 Postheat,S8 Preheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15
393,97.7,45.8,32.7,22.68,23.025,23.35,23.65,22.425,23.15,22.98,20.95,21.6,20.725,18.6,18,18.175,18.625
394,97.7,45.8,32.65,22.8,23.15,23.5,23.825,22.55,23.275,23.1,21.025,21.725,20.825,18.775,18.05,18.275,18.7
395,97.8,45.86,32.65,23,23.275,23.6,23.875,22.55,23.325,23.3,21.175,21.85,20.95,18.9,18.3,18.325,18.775
396,97.8,45.86,32.75,23.14,23.45,23.825,24.125,22.725,23.575,23.46,21.375,22.125,21.225,19.025,18.45,18.55,19.075
397,97.8,46.04,32.975,23.38,23.675,24,24.35,23.05,23.9,23.68,21.625,22.325,21.5,19.25,18.7,18.8,19.25
398,98.1,46.16,32.975,23.6,23.85,24.2,24.55,23.25,24.05,23.86,21.8,22.5,21.65,19.375,18.825,18.975,19.425
399,98.1,46.2,32.975,23.68,23.975,24.3,24.725,23.375,24.2,24.02,21.9,22.7,21.75,19.5,18.925,19.125,19.525
400,98.1,46.26,33.075,23.88,24.15,24.525,24.925,23.575,24.35,24.18,21.975,22.85,21.925,19.675,19.125,19.275,19.725
401,98.1,46.38,33.15,24.04,24.325,24.675,25.15,23.8,24.475,24.36,22.225,23.05,22.1,19.925,19.275,19.4,19.9
402,98.1,46.44,33.225,24.22,24.525,24.775,25.375,23.875,24.8,24.54,22.425,23.275,22.275,20.1,19.425,19.575,20.075
403,98.1,46.5,33.25,24.26,24.625,24.8,25.45,24.075,24.925,24.66,22.5,23.35,22.4,20.175,19.6,19.7,20.225
404,98.1,46.5,33.225,24.36,24.725,24.875,25.5,24.1,24.925,24.74,22.525,23.375,22.425,20.175,19.6,19.7,20.25
405,98,46.38,33.225,24.36,24.725,24.95,25.525,24.2,24.975,24.8,22.575,23.5,22.475,20.25,19.625,19.8,20.325
406,98,46.38,33.25,24.42,24.825,25.1,25.625,24.2,25.025,24.86,22.675,23.55,22.55,20.325,19.725,19.85,20.4
407,98,46.36,33.25,24.52,24.925,25.225,25.825,24.425,25.125,25,22.875,23.775,22.7,20.5,19.825,19.975,20.525
408,98,46.4,33.325,24.76,25.125,25.45,25.975,24.6,25.3,25.2,23.025,23.9,22.925,20.7,20.05,20.125,20.625
409,98,46.48,33.375,24.86,25.225,25.55,26.2,24.775,25.55,25.28,23.125,24.05,23.075,20.825,20.225,20.2,20.8
410,98.1,46.52,33.375,24.96,25.3,25.625,26.25,24.825,25.675,25.4,23.25,24.15,23.125,20.925,20.325,20.3,20.9
411,98.1,46.52,33.325,25,25.375,25.725,26.3,24.9,25.725,25.46,23.3,24.175,23.15,20.975,20.35,20.4,20.975
412,98.1,46.52,33.325,25.14,25.525,25.825,26.425,25.075,25.85,25.6,23.425,24.275,23.25,21.075,20.525,20.5,21.075
413,98,46.56,33.35,25.22,25.65,25.925,26.55,25.175,25.975,25.76,23.625,24.475,23.425,21.2,20.625,20.675,21.225
414,98.1,46.62,33.425,25.4,25.85,26.05,26.775,25.375,26.1,25.92,23.7,24.6,23.65,21.275,20.75,20.875,21.35
415,98.1,46.7,33.5,25.58,25.9,26.225,26.825,25.425,26.275,26.08,23.775,24.675,23.7,21.5,20.8,20.95,21.45
416,98.1,46.76,33.55,25.66,26.05,26.375,26.975,25.55,26.425,26.2,23.85,24.9,23.875,21.6,20.975,21.05,21.55
417,98.1,46.78,33.6,25.82,26.175,26.525,27.125,25.75,26.525,26.34,24.05,25.125,24,21.675,21.125,21.2,21.725
418,98.1,46.84,33.65,26,26.375,26.65,27.375,25.95,26.725,26.5,24.2,25.25,24.175,21.875,21.25,21.325,21.825
419,98.1,46.9,33.75,26.12,26.525,26.8,27.55,26.1,26.9,26.64,24.325,25.425,24.325,22,21.425,21.5,22.025
420,98.1,47,33.8,26.24,26.675,26.925,27.675,26.225,27.025,26.8,24.45,25.55,24.425,22.125,21.475,21.575,22.125
421,98.1,47,33.775,26.26,26.725,26.975,27.725,26.325,27.1,26.86,24.525,25.6,24.475,22.225,21.55,21.625,22.225
422,98.1,46.98,33.75,26.32,26.75,27.075,27.75,26.325,27.15,26.94,24.55,25.65,24.5,22.25,21.625,21.625,22.225
423,98.3,47.02,33.725,26.46,26.825,27.125,27.825,26.425,27.25,27.04,24.65,25.75,24.625,22.25,21.725,21.7,22.275
424,98.3,47.02,33.725,26.54,26.925,27.225,27.95,26.525,27.3,27.14,24.725,25.825,24.725,22.35,21.825,21.8,22.4
425,98.3,47,33.75,26.58,27,27.275,28,26.6,27.425,27.14,24.85,25.875,24.775,22.4,21.825,21.875,22.5
426,98.3,46.96,33.75,26.66,27.05,27.45,28.05,26.625,27.45,27.22,24.9,25.95,24.825,22.475,21.925,21.875,22.55
427,98.3,46.96,33.8,26.7,27.15,27.525,28.075,26.675,27.525,27.3,24.95,26.025,24.9,22.525,22.025,21.95,22.6
428,98.3,47.02,33.8,26.78,27.225,27.575,28.2,26.75,27.625,27.42,25.025,26.075,24.975,22.6,22.05,22.05,22.675
429,98.2,46.98,33.825,26.92,27.325,27.675,28.3,26.85,27.675,27.52,25.1,26.15,25.05,22.725,22.225,22.1,22.775
430,98.2,47,33.8,26.92,27.425,27.775,28.425,26.95,27.775,27.58,25.2,26.225,25.075,22.75,22.25,22.2,22.875
431,98.2,47,33.85,27.06,27.5,27.825,28.5,27.025,27.875,27.7,25.3,26.325,25.2,22.9,22.3,22.25,22.95
432,98.2,47.06,33.9,27.2,27.575,27.95,28.625,27.275,28.075,27.74,25.4,26.5,25.3,23.075,22.35,22.325,23
433,98.2,47.08,33.925,27.3,27.675,28.075,28.775,27.375,28.15,27.88,25.475,26.6,25.425,23.125,22.475,22.45,23.15
434,98.2,47.12,33.925,27.38,27.725,28.15,28.9,27.425,28.275,28,25.625,26.75,25.525,23.2,22.6,22.55,23.2
435,98.2,47.16,33.95,27.44,27.925,28.275,28.975,27.525,28.325,28.16,25.7,26.825,25.625,23.3,22.75,22.625,23.325
436,98.4,47.22,34.025,27.58,27.975,28.325,29.075,27.575,28.475,28.24,25.775,26.925,25.75,23.35,22.8,22.65,23.45
437,98.3,47.2,34.05,27.68,28.075,28.475,29.225,27.65,28.6,28.36,25.9,27.025,25.875,23.45,22.85,22.8,23.5
438,98.3,47.26,34.1,27.76,28.2,28.55,29.325,27.8,28.7,28.44,26,27.125,25.975,23.55,22.95,22.9,23.525
439,98.3,47.34,34.15,27.92,28.3,28.7,29.45,27.925,28.825,28.56,26.075,27.25,26.1,23.6,23,23.025,23.675
440,98.3,47.34,34.225,28.02,28.425,28.8,29.6,28.075,28.925,28.66,26.175,27.375,26.275,23.675,23.075,23.15,23.8
441,98.2,47.4,34.275,28.1,28.55,28.9,29.675,28.15,29.025,28.78,26.275,27.475,26.35,23.85,23.2,23.2,23.875
442,98.2,47.38,34.275,28.22,28.525,29.025,29.75,28.2,29.075,28.86,26.375,27.525,26.35,23.875,23.25,23.225,23.925
443,98.2,47.38,34.275,28.32,28.7,29.025,29.775,28.3,29.175,28.9,26.45,27.55,26.475,23.9,23.375,23.25,23.975
444,98.2,47.44,34.3,28.42,28.725,29.15,29.95,28.4,29.25,29.02,26.5,27.625,26.525,24.05,23.425,23.325,24.05
445,98.2,47.46,34.4,28.5,28.9,29.25,30.125,28.525,29.4,29.12,26.6,27.775,26.6,24.125,23.475,23.4,24.15
446,98.2,47.54,34.525,28.64,28.95,29.35,30.2,28.65,29.5,29.26,26.65,27.9,26.75,24.2,23.55,23.55,24.275
447,98.2,47.56,34.575,28.72,29.05,29.475,30.375,28.75,29.575,29.36,26.75,28.025,26.925,24.3,23.6,23.625,24.35
448,98.3,47.6,34.6,28.82,29.125,29.575,30.425,28.75,29.65,29.42,26.8,28.05,26.95,24.325,23.65,23.675,24.45
449,98.2,47.58,34.65,28.9,29.25,29.65,30.45,28.85,29.7,29.48,26.925,28.1,26.95,24.4,23.825,23.725,24.45
450,98.2,47.58,34.675,29,29.325,29.7,30.5,28.925,29.825,29.58,26.975,28.15,27.05,24.475,23.875,23.775,24.5
451,98.2,47.62,34.75,29.1,29.35,29.8,30.725,29.05,29.95,29.64,27.05,28.275,27.1,24.5,23.95,23.85,24.6
452,98.3,47.7,34.775,29.16,29.525,29.925,30.75,29.125,30.05,29.74,27.225,28.45,27.25,24.525,24,23.95,24.625
453,98.2,47.68,34.85,29.26,29.575,29.975,30.825,29.25,30.1,29.84,27.275,28.475,27.325,24.575,24.075,24,24.775
454,98.2,47.7,34.875,29.32,29.625,30.125,30.85,29.25,30.125,29.92,27.35,28.525,27.35,24.675,24.125,24.075,24.8
455,98.2,47.72,34.95,29.38,29.725,30.225,31,29.3,30.175,30.06,27.4,28.6,27.45,24.75,24.15,24.125,24.8
456,98.2,47.78,35.025,29.52,29.85,30.35,31.2,29.475,30.35,30.12,27.575,28.725,27.6,24.9,24.275,24.175,24.95
457,98.2,47.9,35.15,29.7,30.075,30.475,31.4,29.65,30.55,30.3,27.725,28.875,27.75,25,24.375,24.35,25.05
458,98.2,48.08,35.25,29.9,30.2,30.65,31.625,29.825,30.725,30.52,27.825,29.025,27.925,25.1,24.5,24.55,25.25
459,98.3,48.18,35.35,30.04,30.35,30.775,31.775,29.975,30.9,30.66,27.975,29.175,28.05,25.25,24.625,24.7,25.325
460,98.4,48.24,35.35,30.1,30.4,30.825,31.825,30,30.95,30.7,28,29.25,28.05,25.275,24.65,24.7,25.325
461,98.3,48.12,35.35,30.1,30.4,30.9,31.775,30,30.95,30.66,27.975,29.225,28.05,25.275,24.65,24.675,25.35
462,98.3,48.1,35.35,30.14,30.4,30.95,31.8,30,30.95,30.66,28.025,29.175,28.05,25.35,24.675,24.65,25.375
463,98.3,48.12,35.4,30.2,30.475,31.05,31.925,30.125,30.95,30.74,28.125,29.225,28.15,25.35,24.75,24.725,25.45
464,98.2,48.1,35.5,30.32,30.575,31.2,32.025,30.175,31.05,30.96,28.2,29.425,28.225,25.475,24.825,24.825,25.525
465,98.1,48.18,35.6,30.46,30.725,31.3,32.15,30.375,31.2,30.98,28.325,29.5,28.25,25.5,24.925,24.85,25.625
466,98.2,48.32,35.65,30.56,30.775,31.35,32.275,30.425,31.325,31.06,28.4,29.6,28.425,25.575,24.975,24.925,25.7
467,98.3,48.36,35.65,30.64,30.85,31.45,32.325,30.525,31.4,31.16,28.5,29.675,28.475,25.625,25.075,24.975,25.725
468,98.3,48.36,35.725,30.68,30.975,31.5,32.4,30.525,31.475,31.24,28.6,29.725,28.575,25.675,25.15,24.975,25.775
469,98.3,48.36,35.75,30.78,31.05,31.55,32.425,30.7,31.6,31.32,28.6,29.725,28.6,25.7,25.2,25.025,25.825
470,98.3,48.48,35.75,30.86,31.1,31.675,32.65,30.8,31.65,31.42,28.675,29.875,28.675,25.8,25.275,25.2,25.9
471,98.3,48.52,35.95,30.98,31.25,31.85,32.75,30.875,31.7,31.56,28.825,29.975,28.8,25.9,25.325,25.275,25.975
472,98.2,48.54,36.05,31.18,31.425,32.075,32.85,31.05,31.85,31.6,28.925,30.025,28.9,25.975,25.425,25.325,26.05
473,98.2,48.64,36.075,31.28,31.55,32.15,33.025,31.125,31.95,31.7,29.025,30.15,29.025,26.125,25.5,25.425,26.175
474,98.2,48.72,36.25,31.36,31.575,32.2,33.125,31.275,32.1,31.8,29.125,30.225,29.075,26.175,25.575,25.525,26.275
475,98.3,48.82,36.35,31.52,31.7,32.3,33.275,31.4,32.2,31.82,29.225,30.3,29.175,26.25,25.625,25.625,26.3
476,98.2,48.84,36.45,31.68,31.8,32.45,33.375,31.525,32.25,32.06,29.325,30.4,29.3,26.375,25.725,25.725,26.375
477,98.2,48.96,36.5,31.82,31.975,32.6,33.525,31.65,32.375,32.14,29.425,30.575,29.375,26.425,25.8,25.875,26.5
478,98.2,49.04,36.625,31.92,32.075,32.725,33.675,31.825,32.525,32.26,29.55,30.625,29.45,26.525,25.875,25.925,26.525
479,98.2,49.06,36.825,32,32.175,32.875,33.825,31.975,32.675,32.44,29.75,30.75,29.6,26.6,25.975,26,26.675
480,98.2,49.24,37,32.24,32.4,33.025,34.05,32.125,32.925,32.56,29.85,30.9,29.8,26.725,26.1,26.125,26.8
481,98.2,49.48,37.35,32.48,32.75,33.35,34.375,32.45,33.225,32.92,30.15,31.2,30.075,27,26.325,26.35,27.025
482,98.2,49.84,37.725,32.86,33.1,33.65,34.775,32.825,33.6,33.26,30.4,31.55,30.45,27.25,26.575,26.675,27.35
483,98.3,50.02,37.875,33.08,33.3,33.825,35,33,33.825,33.42,30.55,31.775,30.575,27.425,26.675,26.9,27.45
484,98.4,49.96,37.725,32.98,33.225,33.675,34.85,32.9,33.7,33.34,30.425,31.7,30.425,27.325,26.525,26.825,27.325
485,98.3,49.62,37.45,32.84,33,33.55,34.525,32.6,33.35,33.04,30.325,31.4,30.2,27.1,26.425,26.55,27.2
486,98.2,49.52,37.45,32.8,33.025,33.6,34.5,32.625,33.325,33,30.325,31.35,30.175,27.15,26.45,26.525,27.225
487,98.2,49.62,37.575,32.92,33.2,33.725,34.65,32.8,33.45,33.16,30.475,31.45,30.25,27.2,26.5,26.6,27.325
488,98.2,49.66,37.575,32.94,33.225,33.75,34.675,32.8,33.45,33.22,30.5,31.45,30.25,27.225,26.5,26.625,27.325
489,98.2,49.66,37.575,32.96,33.225,33.775,34.725,32.8,33.45,33.22,30.525,31.475,30.25,27.25,26.575,26.625,27.35
490,97.9,49.66,37.8,33.2,33.4,34,34.875,33,33.65,33.34,30.725,31.6,30.475,27.4,26.775,26.725,27.475
491,98,49.9,37.975,33.36,33.55,34.15,35.1,33.2,33.85,33.54,30.875,31.8,30.65,27.525,26.825,26.825,27.6
492,98.1,49.88,37.875,33.38,33.55,34.15,35.025,33.2,33.8,33.5,30.85,31.75,30.575,27.5,26.8,26.825,27.525
493,98,49.76,37.8,33.38,33.5,34.2,34.975,33.175,33.75,33.4,30.875,31.675,30.475,27.5,26.825,26.8,27.475
494,97.8,49.74,37.825,33.52,33.675,34.325,35.05,33.2,33.775,33.5,30.975,31.725,30.575,27.625,27.025,26.85,27.5
495,98,50,38.025,33.72,33.875,34.575,35.4,33.45,34.1,33.76,31.225,31.875,30.7,27.825,27.1,27.1,27.7
496,98,50.2,38.25,34,33.975,34.775,35.575,33.575,34.35,33.96,31.3,32.1,30.95,27.925,27.175,27.225,27.9
497,98,50.22,38.375,34.02,34.05,34.825,35.625,33.7,34.35,34,31.375,32.225,31.05,27.95,27.225,27.275,27.9
498,98,50.24,38.425,34.06,34.05,34.975,35.625,33.7,34.375,34.02,31.425,32.225,31.075,28,27.25,27.325,27.9
499,97.9,50.22,38.475,34.2,34.075,35.025,35.7,33.8,34.45,34.06,31.5,32.25,31.15,28.05,27.25,27.35,27.975
500,98,50.36,38.6,34.3,34.175,35.2,35.8,33.85,34.575,34.16,31.625,32.3,31.2,28.075,27.325,27.375,28.025
501,97.9,50.36,38.725,34.44,34.3,35.3,35.925,34.075,34.625,34.26,31.75,32.475,31.325,28.125,27.425,27.425,28.125
502,98,50.52,38.875,34.54,34.525,35.425,36.175,34.225,34.85,34.44,31.875,32.575,31.4,28.25,27.55,27.6,28.2
503,98,50.66,39.075,34.7,34.65,35.575,36.325,34.35,34.975,34.58,31.95,32.725,31.575,28.3,27.575,27.675,28.325
504,98,50.74,39.2,34.72,34.75,35.625,36.425,34.4,35.025,34.66,32.025,32.775,31.6,28.375,27.575,27.725,28.425
505,98,50.8,39.25,34.8,34.85,35.775,36.525,34.475,35.075,34.74,32.05,32.775,31.725,28.425,27.675,27.8,28.45
506,98,50.88,39.375,34.96,35.025,35.875,36.675,34.6,35.2,34.86,32.125,32.9,31.8,28.575,27.75,27.85,28.525
507,98,50.98,39.55,35.12,35.125,35.95,36.8,34.75,35.3,35,32.3,33.025,31.95,28.675,27.825,27.95,28.625
508,98,51.08,39.725,35.22,35.275,36.15,36.9,34.9,35.45,35.14,32.425,33.175,32.1,28.775,27.9,28.05,28.7
509,98,51.2,39.8,35.36,35.35,36.25,37,35.025,35.55,35.2,32.45,33.25,32.125,28.825,27.975,28.15,28.775
510,98,51.3,39.85,35.44,35.425,36.325,37.1,35.075,35.65,35.32,32.55,33.275,32.225,28.9,28.025,28.225,28.85
511,97.9,51.3,39.9,35.48,35.5,36.4,37.2,35.2,35.7,35.36,32.575,33.4,32.225,29,28.1,28.25,28.875
512,97.9,51.3,39.95,35.52,35.55,36.45,37.225,35.225,35.7,35.4,32.6,33.4,32.275,29,28.1,28.275,28.925
513,97.9,51.32,40.025,35.54,35.6,36.525,37.225,35.25,35.725,35.4,32.7,33.425,32.325,29,28.15,28.275,28.925
514,97.8,51.36,40.125,35.66,35.7,36.675,37.35,35.35,35.825,35.5,32.775,33.475,32.35,29.1,28.225,28.325,28.95
515,97.9,51.58,40.325,35.88,35.85,36.8,37.5,35.575,36.05,35.66,32.95,33.65,32.55,29.2,28.35,28.5,29.125
516,97.9,51.72,40.475,36.06,36.075,37.025,37.775,35.75,36.225,35.88,33.125,33.725,32.75,29.325,28.5,28.625,29.275
517,97.9,51.84,40.65,36.1,36.125,37.05,37.875,35.825,36.275,35.94,33.15,33.825,32.8,29.4,28.525,28.7,29.325
518,97.9,51.8,40.6,36.1,36.15,37.05,37.8,35.825,36.225,35.9,33.15,33.825,32.775,29.375,28.525,28.7,29.3
519,97.9,51.76,40.575,36.06,36.075,37.05,37.7,35.8,36.15,35.82,33.15,33.8,32.75,29.375,28.5,28.65,29.275
520,97.9,51.76,40.55,36.04,36.125,37.1,37.75,35.8,36.15,35.84,33.2,33.8,32.675,29.375,28.525,28.675,29.3
521,97.9,51.86,40.7,36.22,36.175,37.275,37.9,35.95,36.275,35.94,33.25,33.825,32.8,29.45,28.525,28.725,29.375
522,97.9,52.04,40.85,36.46,36.425,37.45,38.075,36.175,36.45,36.12,33.4,34.05,32.95,29.575,28.65,28.85,29.525
523,97.9,52.32,41.15,36.7,36.575,37.675,38.375,36.4,36.75,36.36,33.575,34.275,33.15,29.775,28.85,29.075,29.625
524,97.9,52.46,41.375,36.82,36.75,37.75,38.525,36.525,36.975,36.5,33.7,34.425,33.35,29.975,28.95,29.2,29.825
525,98,52.62,41.575,37.06,36.95,37.975,38.775,36.725,37.1,36.66,33.875,34.525,33.475,30.05,29.075,29.3,29.9
526,98,52.76,41.8,37.22,37.15,38.2,39.025,36.9,37.275,36.8,34.075,34.675,33.6,30.125,29.175,29.375,30.05
527,98,52.82,41.8,37.26,37.225,38.275,39.075,36.9,37.225,36.82,34.1,34.7,33.65,30.175,29.175,29.4,30.075
528,98.1,52.7,41.725,37,37,38.125,38.75,36.625,37.025,36.58,33.95,34.55,33.375,30.125,29.025,29.325,29.9
529,98.1,52.32,41.325,36.78,36.8,37.975,38.325,36.35,36.65,36.3,33.8,34.275,33.05,29.975,28.925,29.025,29.725
530,97.4,52.08,41.35,36.8,36.875,37.95,38.3,36.375,36.65,36.34,33.8,34.175,33.05,29.95,28.925,29,29.725
531,97.4,52.36,41.725,37.16,37.05,38.075,38.65,36.575,36.85,36.5,34.025,34.375,33.275,30.05,29.125,29.275,29.975
532,97.5,52.5,41.8,37.22,37.075,38.225,38.85,36.675,37,36.62,34.125,34.45,33.375,30.1,29.15,29.3,30.025
533,97.5,52.52,41.775,37.22,37.075,38.225,38.825,36.675,36.95,36.58,34.1,34.475,33.375,30.1,29.15,29.275,30.025
534,97.5,52.5,41.775,37.26,37.075,38.225,38.75,36.7,36.9,36.56,34.1,34.45,33.375,30.15,29.15,29.275,29.95
535,97.4,52.5,41.825,37.34,37.225,38.325,38.825,36.775,37.025,36.6,34.15,34.5,33.45,30.225,29.225,29.325,30.025
536,97.5,52.64,41.875,37.38,37.3,38.325,38.95,36.825,37.1,36.68,34.175,34.525,33.475,30.275,29.325,29.35,30.075
537,97.6,52.74,42.075,37.5,37.325,38.525,39.1,36.925,37.15,36.74,34.175,34.625,33.55,30.3,29.35,29.425,30.1
538,97.6,52.98,42.4,37.7,37.65,38.85,39.325,37.275,37.4,36.96,34.4,34.925,33.7,30.525,29.575,29.625,30.325
539,97.6,53.34,42.725,38.04,38.025,39.175,39.6,37.575,37.775,37.3,34.625,35.25,34,30.725,29.75,29.9,30.575
540,97.7,53.48,42.875,38.14,38.05,39.15,39.825,37.675,37.775,37.36,34.675,35.325,34.125,30.75,29.8,29.95,30.625
541,97.7,53.28,42.6,38.08,37.925,39.125,39.625,37.475,37.725,37.22,34.55,35.125,34.025,30.675,29.725,29.85,30.525
542,97.7,53.08,42.325,37.88,37.7,38.85,39.2,37.15,37.45,36.9,34.425,34.9,33.8,30.575,29.6,29.65,30.3
543,97.6,52.96,42.3,37.82,37.625,38.775,39.15,37.075,37.225,36.76,34.45,34.8,33.7,30.425,29.575,29.55,30.3
544,97.6,53.06,42.35,37.86,37.7,38.875,39.225,37.15,37.3,36.76,34.425,34.8,33.8,30.475,29.6,29.675,30.35
545,97.6,53.24,42.525,37.96,37.8,38.975,39.325,37.325,37.5,36.94,34.45,34.875,33.825,30.525,29.65,29.775,30.5
546,97.6,53.34,42.725,38.12,37.875,39.025,39.45,37.45,37.5,37.1,34.525,34.95,33.925,30.625,29.75,29.85,30.5
547,97.6,53.32,42.75,38.12,37.875,39.075,39.45,37.45,37.5,37,34.6,35,33.925,30.65,29.725,29.85,30.525
548,97.6,53.32,42.725,38.1,37.875,39.075,39.45,37.425,37.475,36.96,34.625,34.875,33.925,30.675,29.75,29.775,30.525
549,97.5,53.38,42.85,38.22,37.975,39.175,39.6,37.475,37.5,37.08,34.7,34.925,34,30.775,29.775,29.825,30.6
550,97.5,53.58,43.05,38.34,38.075,39.35,39.7,37.625,37.625,37.14,34.8,35.1,34.1,30.875,29.9,30,30.725
551,97.5,53.72,43.2,38.56,38.25,39.525,39.9,37.825,37.775,37.3,34.9,35.225,34.3,30.925,29.975,30.075,30.85
552,97.7,53.92,43.275,38.62,38.3,39.575,39.975,37.825,37.85,37.3,34.925,35.225,34.3,30.975,30.025,30.15,30.925
553,97.8,53.94,43.325,38.62,38.325,39.65,39.975,37.825,37.8,37.3,34.9,35.2,34.3,30.975,30.025,30.15,30.875
554,97.8,53.94,43.325,38.62,38.35,39.65,39.95,37.825,37.75,37.3,34.9,35.225,34.3,31,30.025,30.15,30.875
555,97.7,53.96,43.4,38.7,38.35,39.7,40,37.9,37.75,37.3,34.9,35.25,34.35,31.05,30.1,30.2,30.95
556,97.7,54.04,43.475,38.74,38.45,39.75,40.1,37.95,37.775,37.34,34.95,35.3,34.375,31.125,30.15,30.25,30.975
557,97.7,54.14,43.6,38.84,38.575,39.85,40.15,38.025,37.825,37.38,35,35.325,34.425,31.125,30.225,30.275,31.025
558,97.8,54.28,43.775,38.9,38.65,39.9,40.2,38.1,37.85,37.38,35.05,35.375,34.475,31.25,30.275,30.325,31.05
559,97.8,54.36,43.925,39,38.75,40,40.3,38.1,37.925,37.44,35.1,35.4,34.525,31.25,30.275,30.375,31.15
560,98,54.84,44.55,39.34,39.2,40.4,40.65,38.55,38.15,37.64,35.225,35.625,34.725,31.475,30.575,30.675,31.375
561,98,54.96,44.75,39.52,39.4,40.7,40.8,38.85,38.25,37.68,35.35,35.7,34.75,31.75,30.8,30.9,31.475
562,97.9,55,44.9,39.6,39.575,40.8,40.9,38.95,38.325,37.72,35.375,35.725,34.825,31.825,30.875,31,31.575
563,97.9,55.22,45.1,39.68,39.775,40.975,41.075,39.1,38.4,37.82,35.425,35.825,34.9,31.925,31.025,31.175,31.65
564,98,55.42,45.275,39.84,39.85,41.075,41.275,39.25,38.45,37.88,35.475,35.9,34.975,31.975,31.075,31.225,31.725
565,98,55.46,45.35,39.96,39.875,41.075,41.225,39.225,38.45,37.88,35.475,35.875,35,32,31.1,31.25,31.75
566,98,55.38,45.325,39.96,39.8,41.025,41.125,39.2,38.35,37.68,35.475,35.775,35,32,31.1,31.225,31.775
567,97.9,55.32,45.35,39.94,39.725,41,41.025,39.15,38.3,37.66,35.475,35.725,34.975,31.975,31.05,31.2,31.725
568,97.9,55.36,45.4,39.98,39.8,41.05,41.025,39.175,38.275,37.66,35.475,35.675,34.975,31.975,31.1,31.2,31.725
569,97.9,55.54,45.5,40.06,39.825,41.1,41.125,39.225,38.3,37.66,35.475,35.75,35.025,32.025,31.125,31.25,31.775
