wavelength,blank,S8 Postheat,S8 Preheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15
570,97.9,55.64,45.65,40.08,39.875,41.175,41.2,39.3,38.3,37.68,35.475,35.825,35.05,32.075,31.175,31.3,31.8
571,97.8,55.66,45.75,40.1,39.975,41.175,41.2,39.325,38.275,37.74,35.475,35.8,35.1,32.075,31.175,31.4,31.8
572,97.8,55.66,45.75,40.12,39.875,41.175,41.15,39.275,38.2,37.66,35.45,35.8,35.125,32.075,31.2,31.35,31.8
573,97.8,55.64,45.75,40.12,39.875,41.125,41.15,39.225,38.075,37.62,35.4,35.675,35.025,32,31.15,31.325,31.8
574,97.9,55.66,45.75,40.14,39.875,41.125,41.1,39.2,38.075,37.58,35.375,35.65,35.025,31.975,31.125,31.275,31.8
575,97.9,55.66,45.725,40.08,39.85,41.1,41.05,39.2,38,37.42,35.325,35.575,35,31.975,31.125,31.275,31.8
576,97.9,55.64,45.7,40.06,39.825,41.05,40.95,39.175,37.9,37.34,35.25,35.5,34.925,31.975,31.125,31.225,31.8
577,97.9,55.6,45.7,40.06,39.825,41.025,40.9,39.05,37.825,37.28,35.25,35.375,34.875,31.975,31.15,31.225,31.75
578,97.9,55.66,45.725,40.08,39.8,41.025,40.875,39.05,37.8,37.26,35.15,35.375,34.875,31.95,31.15,31.225,31.8
579,97.9,55.74,45.925,40.1,39.85,41,40.875,39.05,37.8,37.22,35.125,35.4,34.85,31.975,31.2,31.25,31.8
580,97.9,55.9,46.075,40.16,39.85,41.05,40.95,39.05,37.8,37.22,35.125,35.4,34.9,31.975,31.2,31.275,31.825
581,97.9,55.92,46.125,40.26,39.875,41.15,41,39.075,37.75,37.22,35.075,35.425,34.925,32.05,31.2,31.3,31.825
582,97.9,56,46.3,40.28,39.9,41.15,41.025,39.1,37.725,37.22,35.075,35.4,34.975,32.075,31.2,31.3,31.875
583,98,56.08,46.4,40.38,40,41.175,41.05,39.1,37.7,37.22,35.1,35.4,35,32.1,31.275,31.325,31.925
584,98,56.16,46.4,40.38,40,41.2,41.075,39.125,37.7,37.2,35.075,35.425,35,32.125,31.275,31.375,31.975
585,98,56.22,46.55,40.4,40.05,41.275,41.125,39.175,37.65,37.2,35.05,35.375,35.075,32.15,31.275,31.425,31.975
586,98,56.36,46.675,40.42,40.075,41.275,41.15,39.175,37.65,37.2,35,35.4,35.075,32.175,31.3,31.45,32.05
587,98.1,56.52,46.775,40.44,40.15,41.275,41.15,39.2,37.625,37.22,35,35.4,35.125,32.225,31.325,31.5,32.1
588,98.1,56.54,46.85,40.46,40.2,41.3,41.2,39.225,37.6,37.22,34.95,35.45,35.15,32.25,31.375,31.525,32.125
589,98.2,56.58,46.9,40.52,40.225,41.325,41.175,39.225,37.475,37.12,34.95,35.375,35.125,32.275,31.4,31.55,32.125
590,98.1,56.58,46.925,40.54,40.15,41.3,41.175,39.2,37.45,37.06,34.875,35.35,35.125,32.25,31.4,31.55,32.125
591,98,56.56,46.925,40.54,40.125,41.325,41.175,39.125,37.375,37,34.875,35.325,35.15,32.25,31.4,31.55,32.125
592,98,56.64,47.025,40.56,40.125,41.325,41.175,39.15,37.35,36.98,34.825,35.3,35.15,32.25,31.425,31.55,32.125
593,98.1,56.8,47.225,40.64,40.175,41.35,41.2,39.225,37.35,36.98,34.825,35.3,35.2,32.25,31.45,31.65,32.2
594,98.1,56.9,47.35,40.7,40.3,41.45,41.3,39.325,37.325,36.98,34.825,35.325,35.25,32.35,31.475,31.675,32.3
595,98,56.96,47.525,40.72,40.35,41.475,41.3,39.325,37.35,37,34.8,35.375,35.3,32.375,31.575,31.725,32.325
596,98,57.02,47.525,40.72,40.325,41.4,41.25,39.275,37.35,36.92,34.725,35.375,35.25,32.375,31.575,31.7,32.325
597,98,56.96,47.45,40.64,40.225,41.25,41.075,39.175,37.125,36.74,34.6,35.25,35.175,32.375,31.475,31.6,32.275
598,98,56.76,47.275,40.46,40.025,41.175,41,39.025,36.95,36.62,34.525,35,35.025,32.3,31.425,31.575,32.25
599,97.9,56.74,47.3,40.46,40,41.15,40.925,38.925,36.9,36.56,34.525,35,35.025,32.275,31.4,31.55,32.25
600,97.9,56.82,47.45,40.54,40.1,41.2,40.975,38.975,36.9,36.56,34.525,35,35.05,32.3,31.475,31.625,32.25
601,98.1,57.1,47.675,40.68,40.225,41.3,41.1,39.025,36.95,36.56,34.525,35.1,35.175,32.35,31.625,31.725,32.35
602,98.1,57.34,47.9,40.8,40.325,41.45,41.25,39.175,36.95,36.68,34.525,35.125,35.3,32.45,31.65,31.825,32.4
603,98.1,57.4,48.05,40.84,40.375,41.55,41.3,39.225,37,36.72,34.55,35.175,35.375,32.5,31.725,31.875,32.475
604,98.2,57.42,48.05,40.76,40.375,41.5,41.275,39.225,36.95,36.74,34.475,35.175,35.3,32.5,31.7,31.875,32.475
605,98.1,57.38,48,40.76,40.275,41.3,41.125,39,36.7,36.52,34.425,35.125,35.225,32.375,31.625,31.875,32.4
606,98,57.16,47.9,40.7,40.2,41.275,41.025,38.925,36.575,36.3,34.35,35,35.1,32.3,31.6,31.8,32.4
607,98,57.22,47.925,40.7,40.15,41.175,40.975,38.925,36.55,36.26,34.35,34.925,35.025,32.35,31.625,31.8,32.4
608,98,57.28,48.075,40.7,40.175,41.25,41,38.95,36.55,36.3,34.325,34.9,35.175,32.425,31.625,31.825,32.45
609,98,57.38,48.075,40.7,40.2,41.25,41,38.95,36.525,36.34,34.325,34.9,35.175,32.45,31.625,31.85,32.45
610,98,57.38,48.075,40.64,40.175,41.25,40.925,38.925,36.425,36.26,34.25,34.9,35.125,32.425,31.6,31.85,32.45
611,98,57.3,48.025,40.62,40.1,41.2,40.775,38.8,36.225,36.06,34.175,34.725,35.075,32.4,31.6,31.775,32.45
612,98,57.34,48.1,40.56,40.05,41.1,40.75,38.725,36.175,35.98,34.175,34.625,35.075,32.4,31.6,31.75,32.45
613,98,57.38,48.125,40.56,40.075,41.1,40.725,38.725,36.15,35.98,34.1,34.625,35.075,32.4,31.575,31.75,32.475
614,98,57.48,48.2,40.56,40.075,41.1,40.75,38.725,36.1,35.96,34.075,34.6,35.075,32.4,31.625,31.8,32.475
615,98.1,57.62,48.3,40.56,40.1,41.1,40.75,38.725,36.1,35.96,34.075,34.6,35.075,32.4,31.65,31.85,32.5
616,98.1,57.68,48.35,40.58,40.125,41.125,40.75,38.75,36.075,35.92,34.05,34.6,35.1,32.45,31.65,31.9,32.55
617,98.2,57.76,48.425,40.64,40.15,41.15,40.75,38.75,36.05,35.88,33.975,34.6,35.1,32.45,31.7,31.95,32.575
618,98.2,57.8,48.45,40.66,40.15,41.2,40.775,38.75,36,35.88,33.925,34.575,35.1,32.45,31.675,31.95,32.625
619,98.2,57.88,48.55,40.66,40.175,41.2,40.775,38.75,35.95,35.86,33.925,34.6,35.1,32.5,31.725,31.975,32.65
620,98.2,57.92,48.65,40.66,40.175,41.2,40.775,38.75,35.9,35.82,33.925,34.6,35.125,32.5,31.75,31.975,32.675
621,98.1,57.94,48.8,40.66,40.15,41.175,40.8,38.75,35.875,35.82,33.875,34.575,35.15,32.5,31.775,32,32.725
622,98.1,58.02,48.9,40.72,40.175,41.175,40.825,38.75,35.875,35.82,33.85,34.55,35.175,32.55,31.8,32.05,32.775
623,98.1,58.12,49,40.76,40.225,41.175,40.825,38.8,35.85,35.8,33.85,34.55,35.175,32.6,31.825,32.1,32.85
624,98.1,58.26,49.125,40.82,40.3,41.25,40.85,38.8,35.825,35.78,33.825,34.55,35.25,32.6,31.9,32.175,32.85
625,98.1,58.3,49.225,40.88,40.3,41.25,40.9,38.85,35.825,35.78,33.825,34.575,35.325,32.625,31.925,32.25,32.925
626,98.2,58.36,49.225,40.88,40.3,41.25,40.875,38.825,35.725,35.76,33.75,34.55,35.325,32.65,31.925,32.25,32.95
627,98.2,58.34,49.225,40.82,40.25,41.225,40.775,38.725,35.6,35.64,33.675,34.45,35.3,32.65,31.9,32.25,32.95
628,98.1,58.28,49.2,40.8,40.175,41.15,40.725,38.6,35.475,35.54,33.65,34.4,35.225,32.625,31.9,32.25,32.9
629,98.1,58.26,49.2,40.7,40.1,41.075,40.675,38.575,35.4,35.46,33.625,34.35,35.225,32.675,31.925,32.25,32.9
630,98.1,58.28,49.2,40.7,40.125,41.05,40.675,38.55,35.4,35.42,33.575,34.35,35.2,32.65,31.925,32.25,32.9
631,98.1,58.32,49.275,40.72,40.15,41.075,40.65,38.55,35.4,35.42,33.575,34.325,35.2,32.7,31.95,32.25,32.95
632,98.1,58.42,49.425,40.72,40.15,41.075,40.65,38.575,35.4,35.42,33.55,34.325,35.2,32.725,32.025,32.35,33.05
633,98.2,58.54,49.5,40.76,40.175,41.1,40.675,38.625,35.325,35.42,33.55,34.325,35.3,32.775,32.05,32.375,33.075
634,98.2,58.54,49.525,40.76,40.175,41.125,40.675,38.6,35.3,35.38,33.5,34.325,35.3,32.75,32.05,32.4,33.125
635,98.2,58.56,49.525,40.76,40.175,41.125,40.65,38.575,35.3,35.36,33.45,34.3,35.275,32.775,32.05,32.4,33.125
636,98.2,58.56,49.525,40.78,40.125,41.125,40.625,38.55,35.25,35.32,33.45,34.275,35.275,32.775,32.05,32.4,33.15
637,98.1,58.58,49.6,40.76,40.125,41.125,40.65,38.55,35.2,35.3,33.425,34.225,35.275,32.8,32.05,32.4,33.15
638,98.1,58.6,49.65,40.76,40.125,41.125,40.625,38.55,35.125,35.28,33.45,34.225,35.275,32.8,32.075,32.4,33.15
639,98.2,58.68,49.7,40.78,40.125,41.125,40.625,38.525,35.1,35.26,33.425,34.225,35.275,32.85,32.15,32.5,33.2
640,98.2,58.76,49.85,40.78,40.175,41.125,40.625,38.575,35.075,35.24,33.4,34.225,35.325,32.85,32.2,32.525,33.275
641,98.2,58.78,49.9,40.82,40.2,41.125,40.65,38.575,35.075,35.24,33.4,34.225,35.325,32.85,32.225,32.575,33.275
642,98.3,58.9,50,40.84,40.2,41.175,40.65,38.575,35.075,35.24,33.4,34.225,35.4,32.9,32.25,32.625,33.325
643,98.3,58.92,50.05,40.88,40.25,41.2,40.675,38.625,35.075,35.24,33.375,34.225,35.425,32.95,32.275,32.675,33.375
644,98.3,58.98,50.075,40.88,40.275,41.2,40.675,38.625,35.075,35.24,33.375,34.275,35.45,33,32.3,32.725,33.425
645,98.3,59,50.225,40.92,40.275,41.2,40.7,38.625,35.025,35.22,33.375,34.25,35.475,33,32.35,32.775,33.425
646,98.3,59.04,50.25,40.98,40.3,41.2,40.7,38.625,35.05,35.22,33.375,34.25,35.525,33.05,32.425,32.8,33.5
647,98.5,59.2,50.325,40.98,40.3,41.2,40.75,38.675,35.05,35.24,33.375,34.25,35.525,33.05,32.45,32.825,33.575
648,98.5,59.22,50.375,40.98,40.325,41.2,40.775,38.7,35.025,35.24,33.375,34.25,35.6,33.075,32.525,32.85,33.65
649,98.5,59.26,50.45,41.02,40.4,41.225,40.775,38.725,35.025,35.24,33.375,34.25,35.625,33.175,32.55,32.925,33.675
650,98.4,59.3,50.5,41.04,40.4,41.25,40.775,38.725,35.05,35.24,33.35,34.3,35.625,33.225,32.575,32.975,33.775
651,98.4,59.32,50.55,41.06,40.425,41.275,40.8,38.725,35.05,35.24,33.375,34.325,35.675,33.25,32.6,33,33.825
652,98.4,59.34,50.575,41.06,40.425,41.275,40.8,38.725,35.025,35.24,33.375,34.325,35.725,33.3,32.675,33.05,33.825
653,98.4,59.36,50.6,41.08,40.425,41.275,40.8,38.725,34.975,35.24,33.375,34.325,35.725,33.3,32.675,33.1,33.9
654,98.4,59.36,50.65,41.08,40.45,41.3,40.8,38.75,34.95,35.22,33.375,34.325,35.775,33.35,32.7,33.2,33.9
655,98.4,59.42,50.7,41.1,40.45,41.35,40.8,38.75,34.95,35.24,33.4,34.375,35.8,33.4,32.775,33.2,33.975
656,98.3,59.52,50.825,41.18,40.475,41.4,40.85,38.8,34.95,35.28,33.425,34.4,35.9,33.5,32.825,33.3,34.075
657,98.3,59.68,51.05,41.26,40.575,41.475,40.95,38.975,35.025,35.36,33.475,34.525,35.975,33.625,32.95,33.4,34.225
658,98.4,59.78,51.15,41.3,40.725,41.575,41.075,39.05,35.1,35.46,33.525,34.625,36.1,33.675,33.025,33.575,34.3
659,98.4,59.84,51.25,41.3,40.725,41.575,41.125,39.05,35.1,35.46,33.525,34.625,36.1,33.725,33.025,33.575,34.325
660,98.4,59.78,51.125,41.3,40.675,41.55,41.05,39,35.05,35.42,33.525,34.625,36.1,33.725,33.025,33.575,34.325
661,98.3,59.66,51.075,41.22,40.625,41.5,40.9,38.95,35,35.36,33.5,34.55,36.1,33.7,33.025,33.575,34.325
662,98.3,59.6,50.975,41.16,40.55,41.45,40.875,38.875,34.925,35.3,33.475,34.5,36.075,33.7,33.05,33.575,34.325
663,98.2,59.58,50.95,41.16,40.55,41.45,40.85,38.85,34.925,35.3,33.475,34.5,36.075,33.725,33.075,33.575,34.35
664,98.2,59.62,51,41.16,40.55,41.475,40.875,38.875,34.925,35.3,33.525,34.525,36.1,33.8,33.175,33.7,34.425
665,98.2,59.68,51.1,41.24,40.625,41.525,40.9,38.9,34.925,35.34,33.55,34.575,36.15,33.85,33.175,33.75,34.525
666,98.1,59.76,51.225,41.26,40.7,41.575,41.025,38.975,35.025,35.38,33.6,34.625,36.225,33.95,33.275,33.85,34.6
667,98.2,59.82,51.325,41.28,40.75,41.625,41.075,39.05,35.05,35.42,33.675,34.7,36.275,34,33.35,34,34.725
668,98.2,59.94,51.425,41.34,40.8,41.675,41.125,39.175,35.125,35.52,33.7,34.8,36.4,34.125,33.425,34.1,34.775
669,98.2,59.94,51.45,41.42,40.875,41.725,41.175,39.175,35.15,35.54,33.7,34.825,36.45,34.175,33.475,34.125,34.825
670,98.2,59.94,51.475,41.42,40.9,41.725,41.175,39.225,35.15,35.6,33.75,34.85,36.55,34.175,33.525,34.175,34.875
671,98.2,59.98,51.5,41.46,40.9,41.725,41.175,39.25,35.175,35.6,33.8,34.875,36.55,34.2,33.575,34.175,34.9
672,98.2,60.02,51.55,41.46,40.95,41.75,41.175,39.3,35.2,35.64,33.8,34.925,36.6,34.3,33.675,34.25,35
673,98.2,60.04,51.575,41.5,40.95,41.775,41.25,39.3,35.25,35.68,33.9,34.95,36.65,34.35,33.7,34.3,35.05
674,98.2,60.14,51.6,41.56,41,41.825,41.3,39.4,35.3,35.76,33.975,35.025,36.725,34.5,33.8,34.375,35.15
675,98.2,60.14,51.675,41.58,41.075,41.9,41.325,39.45,35.4,35.82,34.025,35.15,36.775,34.525,33.9,34.425,35.225
676,98.2,60.18,51.775,41.64,41.1,41.975,41.425,39.475,35.45,35.86,34.1,35.2,36.9,34.625,33.975,34.575,35.325
677,98.2,60.24,51.85,41.7,41.225,42.075,41.525,39.55,35.5,35.94,34.125,35.3,37.025,34.75,34.075,34.725,35.45
678,98.2,60.36,52.1,41.78,41.3,42.2,41.65,39.7,35.575,36.02,34.275,35.425,37.075,34.85,34.2,34.825,35.55
679,98.2,60.44,52.175,41.82,41.375,42.3,41.725,39.85,35.65,36.18,34.375,35.55,37.2,34.95,34.275,34.975,35.65
680,98.2,60.5,52.225,41.88,41.425,42.3,41.75,39.85,35.725,36.2,34.4,35.6,37.275,35,34.325,35.025,35.725
681,98.3,60.54,52.2,41.9,41.425,42.3,41.75,39.85,35.75,36.2,34.425,35.6,37.275,35.025,34.35,35.025,35.775
682,98.2,60.46,52.15,41.9,41.425,42.3,41.75,39.85,35.75,36.24,34.425,35.6,37.325,35.05,34.375,35.025,35.775
683,98.2,60.38,52.175,41.9,41.425,42.3,41.725,39.85,35.75,36.24,34.5,35.625,37.35,35.125,34.45,35.1,35.825
684,98.2,60.38,52.175,41.9,41.425,42.325,41.725,39.85,35.8,36.24,34.575,35.7,37.35,35.2,34.475,35.125,35.875
685,98.2,60.38,52.2,41.94,41.475,42.375,41.825,39.925,35.85,36.28,34.625,35.725,37.425,35.325,34.625,35.225,35.95
686,98.2,60.48,52.25,41.96,41.525,42.45,41.925,40.025,35.875,36.42,34.75,35.875,37.55,35.375,34.7,35.325,36.075
687,98.2,60.52,52.325,42.02,41.575,42.55,42,40.075,35.975,36.48,34.8,35.975,37.575,35.5,34.75,35.5,36.175
688,98.2,60.54,52.425,42.04,41.625,42.625,42,40.125,36.05,36.54,34.825,36.075,37.7,35.55,34.9,35.625,36.275
689,98.2,60.6,52.475,42.06,41.725,42.675,42.075,40.225,36.2,36.58,34.925,36.175,37.8,35.65,34.9,35.7,36.375
690,98.2,60.66,52.525,42.16,41.775,42.75,42.125,40.3,36.225,36.74,34.975,36.225,37.85,35.7,35,35.75,36.45
691,98.2,60.72,52.575,42.2,41.85,42.775,42.175,40.325,36.35,36.8,35.05,36.275,37.95,35.85,35.1,35.85,36.525
692,98.2,60.78,52.6,42.28,41.95,42.825,42.225,40.425,36.475,36.88,35.2,36.325,38.1,35.925,35.225,35.925,36.625
693,98.2,60.8,52.675,42.3,42.025,42.975,42.35,40.5,36.55,37.02,35.3,36.475,38.175,36.025,35.25,36.05,36.725
694,98.3,60.88,52.75,42.4,42.15,43.05,42.425,40.6,36.6,37.16,35.425,36.6,38.25,36.15,35.425,36.125,36.9
695,98.3,60.92,52.8,42.44,42.3,43.125,42.575,40.75,36.725,37.26,35.5,36.725,38.4,36.225,35.575,36.225,36.975
696,98.4,61.1,52.975,42.6,42.45,43.3,42.75,40.9,36.925,37.46,35.65,36.95,38.6,36.4,35.675,36.425,37.125
697,98.4,61.26,53.125,42.76,42.625,43.425,42.9,41.15,37.025,37.68,35.775,37.125,38.8,36.575,35.85,36.625,37.375
698,98.4,61.34,53.225,42.9,42.7,43.475,43.075,41.25,37.2,37.76,35.875,37.25,38.925,36.7,35.925,36.8,37.475
699,98.4,61.34,53.225,42.9,42.7,43.475,43.075,41.225,37.25,37.82,35.925,37.275,38.975,36.775,35.925,36.825,37.525
700,98.4,61.3,53.15,42.88,42.7,43.475,43.05,41.25,37.2,37.82,35.95,37.275,38.975,36.8,35.925,36.825,37.5
701,98.3,61.12,53.125,42.88,42.625,43.475,42.975,41.225,37.225,37.8,35.975,37.275,38.975,36.775,35.975,36.8,37.5
702,98.3,61.04,53.025,42.82,42.6,43.475,42.95,41.2,37.225,37.78,36.075,37.275,38.875,36.85,36.025,36.825,37.525
703,98.2,61,53.025,42.82,42.6,43.525,42.95,41.2,37.3,37.84,36.2,37.3,38.95,36.875,36.175,36.9,37.6
704,98.2,61.06,53.025,42.84,42.725,43.625,43.025,41.25,37.4,37.9,36.3,37.35,39.1,37.025,36.25,37,37.65
705,98.3,61.12,53.1,42.86,42.775,43.65,43.125,41.35,37.55,38.04,36.35,37.55,39.2,37.05,36.375,37.15,37.825
706,98.3,61.2,53.15,42.96,42.875,43.7,43.175,41.475,37.7,38.18,36.525,37.65,39.4,37.2,36.475,37.275,37.925
707,98.3,61.26,53.175,43.04,42.975,43.825,43.3,41.6,37.825,38.34,36.575,37.85,39.45,37.375,36.575,37.4,38
708,98.3,61.34,53.275,43.16,43.1,43.9,43.4,41.7,37.95,38.42,36.675,37.875,39.6,37.45,36.65,37.5,38.125
709,98.3,61.38,53.3,43.18,43.1,44,43.475,41.8,38,38.52,36.7,37.975,39.7,37.575,36.75,37.55,38.275
710,98.4,61.44,53.325,43.28,43.2,44.05,43.525,41.875,38.125,38.64,36.9,38.125,39.75,37.625,36.825,37.675,38.375
711,98.4,61.44,53.375,43.32,43.25,44.15,43.65,42,38.2,38.7,37,38.25,39.825,37.7,36.9,37.8,38.475
712,98.4,61.5,53.4,43.4,43.35,44.2,43.725,42,38.325,38.78,37.15,38.325,39.9,37.8,36.925,37.85,38.575
713,98.4,61.52,53.4,43.42,43.4,44.3,43.8,42.075,38.4,38.88,37.25,38.45,39.95,37.9,37.05,37.975,38.675
714,98.4,61.54,53.525,43.5,43.45,44.4,43.9,42.175,38.55,39,37.325,38.55,40.125,38,37.125,38.1,38.7
715,98.4,61.6,53.55,43.58,43.55,44.475,43.925,42.275,38.6,39.14,37.4,38.675,40.2,38.175,37.25,38.225,38.825
716,98.4,61.64,53.55,43.6,43.6,44.6,43.975,42.375,38.75,39.22,37.525,38.7,40.325,38.2,37.35,38.275,38.875
717,98.4,61.66,53.6,43.68,43.625,44.6,44.025,42.4,38.8,39.3,37.575,38.775,40.375,38.3,37.475,38.3,38.9
718,98.3,61.62,53.625,43.72,43.65,44.625,44.05,42.45,38.85,39.42,37.6,38.85,40.4,38.325,37.5,38.375,38.975
719,98.4,61.64,53.6,43.74,43.7,44.7,44.075,42.5,38.9,39.44,37.675,38.875,40.475,38.425,37.525,38.4,39.05
720,98.4,61.64,53.625,43.78,43.725,44.775,44.15,42.55,39.05,39.5,37.775,39,40.575,38.475,37.625,38.575,39.125
721,98.4,61.66,53.6,43.86,43.8,44.9,44.225,42.6,39.15,39.6,37.925,39.125,40.725,38.55,37.725,38.625,39.225
722,98.5,61.76,53.6,44.02,43.9,44.925,44.35,42.7,39.225,39.72,38.05,39.2,40.8,38.7,37.825,38.7,39.35
723,98.5,61.84,53.675,44.08,43.975,45.025,44.4,42.8,39.375,39.9,38.15,39.325,40.875,38.775,37.875,38.75,39.375
724,98.6,61.88,53.7,44.12,44.075,45.1,44.425,42.925,39.5,39.98,38.25,39.5,40.925,38.875,37.975,38.8,39.475
725,98.6,61.88,53.725,44.22,44.125,45.2,44.575,43.025,39.575,40.06,38.4,39.6,41.025,38.975,38.1,38.975,39.675
726,98.7,62.06,53.825,44.32,44.175,45.3,44.725,43.125,39.725,40.22,38.525,39.65,41.225,39.05,38.2,39,39.725
727,98.7,62.1,53.9,44.4,44.275,45.325,44.775,43.225,39.775,40.38,38.6,39.825,41.3,39.1,38.3,39.175,39.85
728,98.7,62.16,53.925,44.48,44.375,45.425,44.875,43.275,39.85,40.56,38.7,39.95,41.375,39.2,38.375,39.225,40
729,99,62.42,53.875,44.6,44.45,45.5,44.925,43.375,39.975,40.72,38.75,40.05,41.5,39.275,38.45,39.4,40.05
730,99,62.52,53.85,44.68,44.65,45.475,45,43.4,40.15,40.96,38.825,40.15,41.625,39.425,38.475,39.5,40.125
731,99.1,62.56,53.85,44.78,44.775,45.55,45.1,43.55,40.35,41.14,39,40.3,41.7,39.55,38.55,39.575,40.25
732,99,62.58,53.875,44.82,44.975,45.675,45.175,43.65,40.425,41.26,39.05,40.475,41.825,39.675,38.6,39.65,40.375
733,99,62.6,53.875,44.9,45.075,45.725,45.3,43.85,40.6,41.32,39.2,40.6,42.075,39.775,38.825,39.8,40.525
734,99.1,62.68,53.95,44.9,45.1,45.825,45.35,44,40.675,41.42,39.325,40.725,42.075,39.9,38.9,39.85,40.625
735,99.1,62.68,54,45,45.15,45.875,45.5,44.075,40.825,41.48,39.5,40.875,42.175,40.1,38.975,40,40.75
736,99.1,62.68,54.05,45.08,45.2,45.975,45.575,44.125,40.875,41.6,39.625,40.875,42.275,40.225,39.125,40.15,40.875
737,99.1,62.7,54.1,45.08,45.3,46,45.675,44.225,41.1,41.72,39.725,41.075,42.5,40.35,39.325,40.35,40.975
738,99.1,62.7,54.225,45.12,45.425,46.125,45.725,44.325,41.25,41.88,40,41.175,42.65,40.625,39.475,40.525,41.15
739,98.9,62.64,54.5,45.18,45.45,46.35,45.875,44.45,41.45,41.98,40.1,41.3,42.725,40.725,39.7,40.65,41.2
740,98.8,62.62,54.625,45.22,45.5,46.45,46.025,44.575,41.575,42.02,40.25,41.4,42.8,40.825,39.8,40.825,41.35
741,98.7,62.6,54.725,45.26,45.525,46.55,46.1,44.7,41.675,42.06,40.325,41.5,42.975,40.95,39.9,41.025,41.45
742,98.7,62.62,54.775,45.28,45.55,46.6,46.175,44.775,41.75,42.12,40.4,41.6,43.075,41.05,39.975,41.05,41.525
743,98.7,62.62,54.825,45.3,45.675,46.625,46.2,44.95,41.825,42.22,40.55,41.875,43.175,41.15,40.075,41.075,41.7
744,98.7,62.7,54.975,45.36,45.75,46.775,46.325,45.05,41.975,42.32,40.8,42.025,43.275,41.275,40.225,41.25,41.85
745,98.6,62.66,55.075,45.48,45.85,46.8,46.475,45.15,42.15,42.42,40.95,42.15,43.325,41.4,40.325,41.425,42
746,98.6,62.68,55.125,45.54,46.025,46.875,46.6,45.25,42.375,42.64,40.975,42.225,43.4,41.575,40.45,41.475,42.05
