wavelength,blank,S8 Postheat,S8 Preheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15
924,98.8,67,65.475,55.64,57.45,57.8,57.825,57.825,58.275,56.98,56.55,56.825,56.4,55.4,53.275,55.2,54.675
925,98.9,67.06,65.375,55.62,57.45,57.825,57.9,57.85,58.3,57.02,56.5,56.825,56.4,55.425,53.325,55.225,54.55
926,98.8,67.02,65.375,55.64,57.425,57.85,57.925,57.875,58.275,57.06,56.45,56.85,56.375,55.45,53.275,55.15,54.575
927,98.9,67.12,65.375,55.6,57.275,57.9,57.875,57.9,58.275,57.12,56.4,56.95,56.45,55.45,53.1,55.15,54.6
928,98.9,67.12,65.275,55.6,57.375,57.9,57.9,57.925,58.15,57.12,56.45,56.9,56.425,55.5,53.125,55.075,54.525
929,98.9,67.06,65.175,55.64,57.425,57.925,58,57.925,58.15,57.12,56.425,56.975,56.4,55.45,53.125,55.15,54.525
930,98.9,67.1,65.175,55.64,57.4,57.925,58.05,57.925,58.175,57.16,56.5,56.975,56.475,55.575,53.125,55.175,54.525
931,98.8,67.1,65.2,55.62,57.3,57.9,57.975,57.925,58.25,57.16,56.475,56.975,56.525,55.6,53.15,55.225,54.575
932,98.8,67.12,65.075,55.62,57.325,57.975,57.95,58,58.45,57.22,56.4,57.025,56.575,55.625,53.15,55.225,54.675
933,98.7,67.08,65,55.64,57.4,57.975,58.075,58.15,58.45,57.24,56.425,57.1,56.575,55.7,53.225,55.15,54.825
934,98.7,67.02,65,55.74,57.35,58.05,58.075,58.15,58.45,57.38,56.4,57.125,56.55,55.675,53.25,55.15,54.8
935,98.8,67.06,65.025,55.76,57.375,58.275,58.1,58.125,58.475,57.5,56.525,57.175,56.55,55.675,53.275,55.325,54.775
936,98.7,67.14,65.05,55.9,57.4,58.275,58.1,58.05,58.5,57.6,56.55,57.2,56.65,55.65,53.3,55.4,54.825
937,98.7,67.14,65.05,55.92,57.4,58.3,58.125,58.1,58.525,57.62,56.575,57.325,56.775,55.775,53.375,55.475,54.875
938,98.7,67.3,64.975,55.94,57.475,58.35,58.275,58.1,58.525,57.68,56.6,57.425,56.85,55.875,53.4,55.525,54.925
939,98.8,67.34,64.9,55.94,57.525,58.35,58.3,58.125,58.525,57.68,56.65,57.7,57,55.975,53.425,55.55,54.975
940,98.9,67.42,64.875,56.04,57.525,58.35,58.25,58.175,58.475,57.66,56.65,57.8,57.025,56.025,53.4,55.575,55.025
941,98.8,67.38,64.975,56.1,57.55,58.425,58.25,58.2,58.475,57.72,56.8,57.775,57.15,56.075,53.45,55.6,55.025
942,98.5,67.32,65.125,56.08,57.575,58.45,58.275,58.25,58.5,57.7,56.825,57.775,57.125,56.025,53.475,55.6,55.075
943,98.5,67.26,65.3,56.1,57.7,58.425,58.275,58.325,58.525,57.8,56.8,57.8,57.125,56.025,53.525,55.65,55.075
944,98.5,67.24,65.5,56.22,57.775,58.475,58.4,58.325,58.6,57.72,57,57.8,57.175,56.125,53.55,55.7,55.125
945,98.5,67.28,65.5,56.28,57.85,58.475,58.425,58.325,58.775,57.74,57.125,57.8,57.225,56.15,53.65,55.75,55.15
946,98.6,67.32,65.575,56.26,57.975,58.55,58.525,58.35,58.825,57.74,57.2,57.875,57.325,56.2,53.75,55.75,55.2
947,98.8,67.48,65.65,56.28,58.075,58.55,58.575,58.4,58.875,57.86,57.1,57.9,57.275,56.175,53.75,55.725,55.3
948,98.8,67.48,65.65,56.32,58.125,58.65,58.575,58.5,59,57.94,57.225,57.95,57.275,56.225,53.75,55.85,55.35
949,98.7,67.48,65.625,56.5,58.075,58.7,58.675,58.5,59.025,58,57.2,57.9,57.275,56.3,53.85,55.925,55.45
950,98.7,66.7,64.55,55.44,57.1,57.575,57.7,57.375,57.875,56.72,56.075,56.575,56.15,55.125,52.625,54.7,54.225
951,98.8,66.02,63.05,54.28,55.75,56.425,56.5,56.15,56.675,55.66,54.8,55.35,54.65,53.775,51.25,53.1,52.75
952,98.8,65.8,62.525,54.08,55.3,56.225,56,55.75,56.275,55.34,54.525,55,54.375,53.425,50.775,52.65,52.35
953,98.7,65.58,62.325,53.98,55.3,56.175,55.9,55.5,56.225,55.18,54.075,54.825,54.225,53.175,50.725,52.55,52.25
954,98.7,65.56,62.3,53.84,55.15,55.95,55.85,55.425,56.1,55.02,54.025,54.775,53.975,52.975,50.55,52.35,52.05
955,98.6,65.38,62.225,53.72,54.875,55.675,55.775,55.3,55.825,54.84,53.95,54.575,53.75,52.75,50.325,52.175,51.8
956,98.6,65.04,62.15,53.26,54.625,55.425,55.4,54.975,55.525,54.42,53.75,54.325,53.45,52.4,50.1,51.7,51.575
957,98.6,64.88,61.925,53.04,54.425,55,55.05,54.8,55.275,54.18,53.4,53.925,52.975,52,49.725,51.3,51.125
958,98.6,64.74,61.55,52.88,54,54.825,54.7,54.375,54.95,53.9,53.175,53.65,52.7,51.525,49.425,50.85,50.9
959,98.8,64.68,61.225,52.6,53.725,54.55,54.575,54.125,54.725,53.72,52.775,53.5,52.575,51.325,49.125,50.425,50.525
960,98.8,64.48,61.025,52.34,53.525,54.4,54.325,54.025,54.5,53.58,52.625,53.175,52.35,50.975,48.85,50.325,50.35
961,99,64.42,60.8,52.24,53.425,54.275,54.175,53.85,54.35,53.42,52.425,53.075,52.225,50.9,48.7,50.075,50.125
962,99,64.34,60.65,52.12,53.35,54.15,54.1,53.7,54.175,53.28,52.175,53.025,52.125,50.85,48.6,49.975,49.925
963,99,64.34,60.625,52.04,53.275,54.075,54.025,53.575,54.075,53.22,52.125,52.85,51.925,50.725,48.45,49.85,49.775
964,99.1,64.3,60.575,51.88,53.2,53.925,53.85,53.425,54,53.06,51.95,52.675,51.75,50.575,48.35,49.775,49.725
965,99.1,64.22,60.4,51.8,53.075,53.775,53.8,53.325,53.9,52.92,51.775,52.6,51.675,50.425,48,49.625,49.575
966,99,64.04,60.125,51.72,52.9,53.65,53.625,53.25,53.75,52.76,51.65,52.5,51.45,50.1,47.75,49.25,49.4
967,99,63.88,59.925,51.52,52.7,53.35,53.45,52.9,53.575,52.62,51.325,52.125,51.25,49.9,47.45,49.075,49.075
968,99,63.72,59.55,51.36,52.35,53.225,53.3,52.725,53.15,52.36,51.025,51.9,50.95,49.5,47.15,48.575,48.825
969,99,63.52,59.1,50.96,52.025,52.95,52.875,52.275,52.925,52.06,50.525,51.475,50.525,49.05,46.675,48.1,48.35
970,99.1,63.3,58.475,50.52,51.675,52.4,52.45,51.725,52.475,51.6,50.15,51.175,50.05,48.525,46.1,47.65,47.875
971,99.2,63.22,58.375,50.36,51.475,52.225,52.2,51.475,52.375,51.38,50.05,50.8,49.875,48.3,45.925,47.425,47.675
972,99.2,63.22,58.375,50.28,51.55,52.325,52.275,51.525,52.3,51.42,50.05,50.775,49.875,48.35,45.975,47.45,47.65
973,99.2,63.26,58.5,50.42,51.65,52.425,52.3,51.625,52.4,51.54,50.125,51,49.925,48.5,46.15,47.85,47.725
974,98.8,63.24,58.925,50.64,51.875,52.55,52.45,51.75,52.625,51.68,50.575,51.2,50.1,48.8,46.575,48.125,48.125
975,98.8,63.34,59.175,50.8,51.95,52.65,52.725,51.95,52.8,51.88,50.725,51.35,50.425,49.325,46.875,48.45,48.475
976,98.8,63.42,59.25,51.04,52.125,52.825,52.925,52.125,52.825,51.94,50.75,51.5,50.625,49.375,47.075,48.475,48.4
977,98.8,63.42,59.4,51.16,52.325,52.85,52.95,52.225,52.95,52,50.8,51.575,50.65,49.35,47,48.5,48.45
978,99.1,63.58,59.525,51.3,52.35,53.05,53,52.35,52.975,52.06,50.9,51.825,50.775,49.35,46.975,48.5,48.575
979,98.7,63.8,59.85,51.58,52.675,53.35,53.75,52.925,53.125,52.46,51.075,52.15,50.95,49.675,47.225,49.025,48.975
980,98.7,64.6,60.8,52.64,53.15,54.475,54.95,53.975,54.1,53.32,52.1,53.35,52.025,50.8,48.35,50.6,49.925
981,98.7,65.52,61.25,53.26,54.125,55.9,56,54.6,54.975,54.96,53.475,54.9,53.425,51.55,49.475,51.5,51.05
982,98.7,65.94,61.95,54.06,55.2,56.65,56.45,55.4,56.25,55.96,53.95,55.3,54.7,52.35,50.45,52.625,52.8
983,98.7,65.94,63.775,54.72,56.375,56.85,56.775,56.175,56.525,55.98,54.25,56.2,55.025,52.775,50.775,53.075,53.325
984,98.8,65.96,64.05,55,56.475,57.25,56.65,56.375,56.6,55.88,55.275,56.25,55.025,53.9,50.975,53.1,53.425
985,98.6,65.56,63.975,54.76,56.225,56.725,55.9,55.825,56.5,55.44,54.875,55.475,54.65,53.7,50.975,52.975,52.925
986,98.6,65.08,63.75,53.72,54.925,55.95,55.475,55.4,55.65,54.46,54.25,54.6,53.35,52.825,50.425,51.725,51.9
987,98.6,64.6,62.6,52.86,53.825,54.8,54.85,54.325,54.725,53.64,53.15,53.25,52.125,51.6,49.1,50.775,50.45
988,98.6,63.96,61.2,52.14,53.25,54.1,53.95,53.575,53.55,52.76,52.075,52.75,51.5,50.7,48.175,49.7,49.675
989,98.7,63.84,60.725,51.82,52.95,53.9,53.7,53.3,53.4,52.64,51.925,52.375,51.175,50.4,47.75,49.075,49.125
990,98.7,63.82,60.475,51.78,52.975,53.85,53.725,53.275,53.475,52.66,51.85,52.3,51.225,50.35,47.725,49.1,49.125
991,98.8,63.96,60.525,51.8,53.05,53.8,53.775,53.375,53.7,52.82,51.925,52.5,51.375,50.45,47.875,49.175,49.15
992,99,64.32,60.6,52.12,53.35,53.925,54.075,53.525,54.05,53.2,52.075,52.675,51.825,50.575,48.15,49.725,49.55
993,99.1,64.56,60.9,52.72,53.525,54.6,54.9,53.9,54.425,53.92,52.475,53.275,52.25,51.2,48.425,50.125,50.5
994,99.1,65.02,60.975,53.78,54.725,56.575,55.75,54.65,55.125,55.24,52.875,54.8,53.575,52.05,49.675,51.075,51.15
995,99.3,66.16,61.775,54.4,56.05,57.075,56.475,56.375,56.875,56.58,53.875,56,54.8,53.9,50.1,53.1,52.625
996,99.3,66.44,63.425,55.74,56.8,57.75,56.925,56.95,57.525,56.92,55.375,56.1,55.45,54.75,51.825,53.975,53.225
997,99.7,66.62,64.35,55.92,57.175,57.85,57.125,57.125,57.625,57.2,55.7,56.175,55.925,55.075,52.45,54.325,53.275
998,100.1,66.56,64.425,55.76,57.175,57.85,57.3,57.125,57.9,57.04,55.775,56.1,55.55,55.025,52.45,54.45,53.275
999,99.2,66.28,65.075,55.4,56.875,57.45,57,57.1,57.725,56.24,55.9,56.025,55.225,54.975,52.375,54.25,53.1
1000,98.9,65.72,64.75,55.1,56.525,57.05,56.625,56.775,57.425,55.78,55.85,55.75,54.775,54.25,51.8,53.45,52.775
1001,98.8,65.48,64.2,54.52,55.675,56.125,56.25,56.25,56.75,55.24,55.075,55.2,54.075,53.575,50.875,52.375,51.975
1002,98.8,65.2,63.4,54.2,55.2,55.775,56.075,55.675,56.1,54.7,54.55,54.575,53.775,52.75,50.15,51.625,51.425
1003,98.8,65.1,62.675,53.88,54.825,55.55,55.55,55.325,55.7,54.6,53.95,54.35,53.525,52.4,49.825,51.5,51
1004,98.7,64.94,62.625,53.7,54.75,55.525,55.525,55.075,55.6,54.54,53.925,54.2,53.45,52.3,49.7,51.275,50.975
1005,98.7,64.9,62.5,53.74,54.75,55.45,55.475,54.925,55.6,54.54,53.85,54.05,53.425,52.275,49.65,51.225,50.975
1006,99,64.96,62.475,53.72,54.75,55.4,55.475,54.925,55.55,54.46,53.825,54.025,53.35,52.325,49.675,51.225,51.05
1007,98.9,64.88,62.475,53.7,54.7,55.35,55.475,54.925,55.425,54.48,53.8,53.975,53.275,52.325,49.6,51.225,51.075
1008,98.9,64.86,62.275,53.62,54.675,55.35,55.45,54.95,55.5,54.48,53.775,53.95,53.225,52.25,49.575,51.075,51.125
1009,98.8,64.86,62.25,53.58,54.675,55.3,55.4,54.925,55.475,54.4,53.775,53.95,53.15,52.25,49.65,51.075,51.125
1010,98.9,64.98,62.275,53.54,54.625,55.325,55.425,54.9,55.525,54.26,53.7,53.95,53.125,52.225,49.625,51.05,51.175
1011,98.9,65.16,62.275,53.58,54.625,55.3,55.375,54.9,55.575,54.24,53.725,54.175,53.125,52.25,49.625,51.175,51.175
1012,98.9,65.24,62.3,53.7,54.625,55.675,55.475,54.875,55.55,54.42,53.8,54.35,53.3,52.3,49.675,51.275,51.175
1013,98.9,65.3,62.575,53.96,54.825,55.8,55.625,55.45,55.725,54.8,53.825,54.775,53.5,52.625,49.875,51.3,51.225
1014,99,65.62,62.675,53.96,55.1,56.2,55.75,55.475,55.75,54.88,53.925,54.9,54.05,53.075,49.9,51.275,51.65
1015,99,65.66,62.85,54.24,55.15,56.4,55.775,55.725,55.725,54.92,54.475,54.875,54.025,53.15,50,51.575,51.75
1016,99,65.64,62.925,54.32,55.425,56.075,55.825,55.675,55.675,54.96,54.45,54.825,53.925,53.3,50.25,51.825,51.775
1017,99.1,65.64,63.05,54.18,55.55,56,55.75,55.8,55.7,54.92,54.55,54.825,53.8,53.3,50.425,51.75,51.625
1018,99,65.44,63.025,54.18,55.45,55.925,55.725,55.725,55.625,54.88,54.6,54.65,53.825,53.075,50.35,51.7,51.625
1019,98.9,65.24,62.8,54.12,55.225,55.8,55.675,55.475,55.425,54.68,54.375,54.65,53.625,52.7,49.95,51.65,51.35
1020,98.6,65.04,62.6,54,54.725,55.7,55.5,55.425,55.375,54.36,53.9,54.2,53.25,52.375,49.8,51.25,51.2
1021,98.6,64.86,62.5,53.76,54.525,55.575,55.1,55,55.1,54.28,53.425,53.95,52.75,51.9,49.375,50.775,50.775
1022,98.6,64.62,62.2,53.58,54.3,55.275,54.875,54.8,54.95,54.1,53.2,53.65,52.425,51.725,48.875,50.475,50.425
1023,98.6,64.5,62.025,53.22,53.9,55.05,54.65,54.45,54.675,53.78,53.05,53.425,52.2,51.35,48.775,50.2,50.275
1024,98.7,64.52,61.675,52.94,53.775,54.725,54.45,54.2,54.525,53.56,52.8,53.15,52.125,50.975,48.45,49.8,50
1025,98.7,64.44,61.4,52.82,53.625,54.55,54.3,54.05,54.45,53.34,52.575,52.975,51.875,50.9,48.225,49.65,49.7
1026,98.7,64.4,61.3,52.58,53.275,54.375,54.275,53.95,54.325,53.22,52.475,52.75,51.775,50.65,48.1,49.5,49.525
1027,98.7,64.28,61.125,52.52,53.075,54.3,54.225,53.65,54.175,53,52.15,52.5,51.575,50.525,47.975,49.35,49.275
1028,98.8,64.22,61.025,52.32,53.025,54.15,54.1,53.525,54.025,52.84,52.1,52.4,51.475,50.425,47.775,49.275,49.175
1029,98.8,64.06,60.975,52.1,52.725,54.025,53.775,53.4,53.925,52.78,51.95,52.25,51.1,50.1,47.65,49,49.1
1030,98.6,63.78,60.975,52,52.75,53.975,53.75,53.3,53.85,52.7,51.85,52.25,51.075,50.025,47.575,48.85,48.975
1031,99,63.86,60.8,51.96,52.675,53.925,53.725,53.25,53.725,52.64,51.825,52.125,50.925,50.025,47.5,48.75,48.975
1032,99,63.86,60.775,51.94,52.6,53.875,53.65,52.95,53.475,52.48,51.7,51.925,50.85,50,47.35,48.75,48.975
1033,99,63.84,60.725,51.8,52.45,53.65,53.5,52.925,53.25,52.28,51.6,51.8,50.65,49.8,47.225,48.625,48.825
1034,99,63.8,60.625,51.74,52.225,53.45,53.425,52.85,53.2,52,51.3,51.55,50.575,49.6,47.05,48.45,48.7
1035,98.9,63.76,60.55,51.58,52.15,53.35,53.4,52.775,53.2,51.82,51.225,51.325,50.5,49.525,46.875,48.25,48.425
1036,98.7,63.42,60.425,51.32,52.15,53.325,53.275,52.525,53.175,51.8,51.05,51.25,50.5,49.375,46.825,48.1,48.05
1037,98.7,63.28,60.325,51.08,52.05,53.275,53.125,52.125,52.925,51.6,50.85,50.975,50.25,49.025,46.55,47.875,47.725
1038,98.7,63.14,60.125,51,51.95,53.125,52.725,52.05,52.35,51.4,50.55,50.625,49.975,48.75,46.325,47.525,47.475
1039,98.7,62.98,59.875,50.76,51.75,52.9,52.45,51.825,52.175,51,49.925,50.425,49.45,48.175,45.775,46.9,47.05
1040,98.6,62.88,59.675,50.34,51.45,52.55,52.175,51.4,51.85,50.72,49.725,50.375,48.875,47.7,45.275,46.6,46.975
1041,98.7,62.82,59.4,50.32,51.125,52.375,52.05,51.15,51.45,50.58,49.6,50,48.725,47.55,45.225,46.25,46.65
1042,98.6,62.66,59.3,50.34,50.85,51.975,51.8,51.05,51.2,50.48,49.425,49.775,48.65,47.325,45.225,46.1,46.425
1043,98.6,62.48,59.25,50.26,50.825,51.8,51.675,50.975,51.2,50.34,49.425,49.75,48.575,47.325,45.2,45.975,46.325
1044,98.6,62.42,59.25,50.08,50.8,51.8,51.7,50.825,51.125,50.16,49.325,49.475,48.55,47.175,44.975,45.925,46.1
1045,98.6,62.4,59.15,49.98,50.75,51.75,51.675,50.625,51.075,50.04,49.275,49.35,48.325,47.125,44.875,45.9,46.025
1046,98.7,62.42,58.925,49.94,50.575,51.75,51.575,50.6,50.85,49.82,49.175,49.2,48.25,47.025,44.6,45.85,45.775
1047,98.6,62.38,58.875,49.9,50.55,51.7,51.55,50.575,50.75,49.74,49.075,49.15,48.2,46.875,44.275,45.625,45.7
1048,98.6,62.28,58.825,49.92,50.55,51.675,51.325,50.5,50.675,49.62,49.025,48.925,47.975,46.75,44.225,45.525,45.625
1049,98.6,62.3,58.85,49.9,50.4,51.45,51.325,50.5,50.625,49.58,48.9,48.7,47.95,46.725,44.175,45.45,45.575
1050,98.6,62.2,58.825,49.86,50.4,51.375,51.3,50.475,50.675,49.46,49.075,48.775,47.95,46.6,44.1,45.4,45.6
1051,98.6,62.2,58.725,49.88,50.425,51.4,51.2,50.45,50.75,49.5,48.925,48.775,47.975,46.575,44.025,45.2,45.5
1052,98.6,62.1,58.75,49.8,50.525,51.425,51.3,50.575,50.725,49.52,48.9,48.8,48.05,46.6,44.025,45.2,45.425
1053,98.7,62.14,58.675,49.74,50.425,51.525,51.25,50.55,50.725,49.56,48.9,48.825,48.025,46.6,44.1,45.175,45.45
1054,98.9,62.18,58.55,49.7,50.35,51.45,51.275,50.45,50.7,49.54,48.875,48.8,47.95,46.575,44.025,45.175,45.475
1055,98.9,62.04,58.525,49.68,50.3,51.375,51.2,50.5,50.7,49.5,48.85,48.775,47.825,46.5,43.9,45.05,45.4
1056,99.3,62.16,58.375,49.64,50.225,51.25,51.125,50.45,50.4,49.46,48.6,48.775,47.5,46.475,43.775,44.775,45.25
1057,99.3,62.02,58.125,49.34,49.925,50.85,51.175,50.425,49.9,49.06,48.375,48.6,47,45.8,43.325,44.425,44.6
1058,99.2,61.52,57.925,48.8,49.175,50.525,50.225,49.775,49.475,48.68,47.5,47.5,46.5,45.35,42.975,43.75,43.575
1059,98.9,60.92,57.1,48.26,48.3,50.15,49.275,48.975,48.7,47.86,46.525,46.325,45.725,44.05,42.1,42.375,42.475
1060,99,60.8,56,47.46,48,48.925,48.7,48.35,48,47.06,45.7,45.45,44.8,42.95,40.65,41.45,41.9
1061,98.9,60.48,55.55,47.14,47.675,48.6,48.475,47.575,47.65,46.6,45.3,45.3,44.325,42.475,40.425,41.15,41.4
1062,98.6,60.16,55.325,46.94,47.45,48.5,48.325,47.4,47.225,46.18,44.975,45.025,44.075,42.325,40.225,40.825,41.3
1063,98.4,59.96,55.275,46.86,47.35,48.475,48.05,47.525,47.125,46.14,45.075,44.9,43.75,42.075,40.025,40.75,41.3
1064,98.6,60.12,55.3,46.74,47.325,48.175,48.075,47.425,47.2,46.2,45.075,44.875,43.725,42.075,40.1,40.75,41.3
1065,98.6,60.24,55.45,46.78,47.175,48.125,48.05,47.45,47.275,46.18,45.05,44.85,43.825,42.075,40.1,40.725,41.125
1066,98.8,60.22,55.45,46.82,47.15,48.025,48.025,47.35,47.2,46.14,45,44.875,43.65,42.05,40.1,40.55,41.05
1067,98.1,59.86,55.4,46.76,46.925,48.15,47.725,47.325,47.05,45.96,44.925,44.825,43.625,42,40.125,40.375,40.75
1068,98.1,59.8,55.3,46.66,46.675,48.2,47.65,47.1,46.95,45.84,44.9,44.575,43.475,41.9,40.025,40.1,40.7
1069,98.1,59.7,54.675,46.5,46.325,47.875,47.425,46.625,46.55,45.62,44.675,44.15,43.125,41.7,39.8,39.8,40.275
1070,98.4,59.84,54.6,46.24,46.425,47.775,47.3,46.525,46.175,45.34,44.275,43.825,42.85,41.3,39.45,39.45,39.975
1071,98.5,59.7,54.625,45.92,46.35,47.625,47.15,46.375,46.125,45.2,44.1,43.675,42.55,41.2,39.25,39.3,39.75
1072,98.3,59.62,54.575,45.88,46.375,47.525,47.2,46.475,46.2,45.02,44.05,43.6,42.3,41.15,39.175,39.275,39.6
1073,98.3,59.6,54.525,45.78,46.45,47.4,47.2,46.25,46.125,44.78,44.1,43.525,42.225,40.9,38.95,39.25,39.675
1074,97.6,59.1,54.45,45.54,46.275,47.35,47.1,46.15,45.95,44.84,44.075,43.525,42,40.7,38.825,39,39.625
1075,97.7,59.06,54.375,45.4,45.975,46.95,46.475,45.8,45.6,44.46,44.05,43.25,41.725,40.625,38.675,38.9,39.325
1076,98.3,59,54.25,45.24,45.6,46.625,46.425,45.5,45.325,44.4,43.9,43,41.7,40.275,38.45,38.725,38.95
1077,98.4,58.92,54.25,45,45.55,46.425,46.3,45.275,45.175,44.28,43.825,42.95,41.45,39.85,38.175,38.45,38.65
1078,98.4,58.98,54.1,44.9,45.4,46.4,46.325,45.35,45.025,44.16,43.7,42.95,41.475,39.95,38,38.45,38.65
1079,98.2,58.78,54.125,44.86,45.325,46.3,46.3,45.3,45.025,44.14,43.65,42.8,41.45,39.975,37.875,38.3,38.775
1080,98.2,58.84,54.05,45.08,45.275,46.2,46.275,45.325,45.1,44.06,43.875,42.875,41.55,40.125,37.95,38.325,38.825
1081,98.2,58.74,54.175,45.14,45.4,46.125,46.275,45.15,45.05,44.04,43.55,43.025,41.45,40.125,37.8,38.475,38.9
1082,98.2,58.66,54.125,45.1,45.375,46.2,46.225,45.15,44.925,43.88,43.6,42.675,41.475,40.25,37.825,38.425,38.775
1083,98,58.56,54.175,44.96,45.3,46.3,46.2,44.9,44.75,43.64,43.55,42.45,41.35,40.1,37.6,38.275,38.5
1084,97.9,58.46,54.075,44.86,45.05,46.15,46.025,44.825,44.475,43.54,43.325,42.25,41.425,39.9,37.5,38.25,38.3
1085,98,58.5,54.025,44.88,44.975,46.275,45.975,44.875,44.4,43.52,43.075,42.175,41.375,39.725,37.525,38.25,38.325
1086,98,58.62,54.05,45.14,45.15,46.4,46.05,45,44.75,43.68,43.275,42.425,41.625,39.95,37.65,38.35,38.425
1087,98.3,58.98,54.175,45.34,45.55,46.4,46.075,45.25,44.825,43.76,43.425,42.45,41.6,39.95,37.65,38.425,38.625
1088,98.5,58.94,54.175,44.96,45.175,46.45,45.9,45.2,44.85,43.76,43.325,42.325,41.5,39.975,37.475,38.35,38.5
1089,98.5,58.9,54.15,44.78,45.1,46.25,45.9,44.975,44.325,43.2,43.1,41.55,41.425,39.75,37.3,37.825,38.125
1090,98.5,58.74,53.825,44.44,44.925,45.725,45.65,44.525,43.85,42.8,42.525,41.225,40.8,39.125,37.225,37,37.5
1091,98.5,58.42,53.125,44.16,44.475,45.35,45.075,44.4,43.05,42.4,41.825,40.85,39.875,38.375,36.45,36.775,37.35
1092,98.3,58.42,52.975,43.9,44.225,45.175,44.75,44.1,43,42.22,41.525,40.625,39.925,38,36.5,36.775,37.1
1093,98.3,58.38,52.9,43.88,44.15,45.025,44.775,44.025,42.95,42.26,41.375,40.9,39.8,38.35,36.15,36.9,37.15
1094,98.3,58.36,52.8,44.14,44.2,45.05,44.925,43.9,43.15,42.22,41.55,40.95,39.925,38.425,36.175,36.925,37.275
1095,98.4,58.58,52.8,44.24,44.225,45.1,44.95,43.95,43.225,42.4,41.525,40.975,39.975,38.35,36.075,36.95,37.45
1096,98.4,58.66,52.75,44.16,44.35,45.425,44.55,43.9,42.975,42.44,41.95,41.075,40,38.4,36.375,36.725,37.475
1097,98.6,58.48,52.975,44.06,44.225,45.3,43.925,43.775,42.625,41.98,42.025,40.925,39.7,38.3,35.95,36.825,37.125
1098,98.7,58.34,52.825,43.8,43.85,45,43.8,43.775,42.225,41.66,41.9,40.9,39.3,38.075,35.65,36.3,36.75
1099,98.8,57.98,52.375,43.62,43.925,43.65,43.35,43.3,42.025,41.58,41.95,40.65,39.025,37.95,35.65,35.475,36.55
1100,95.5,72.06,77.125,59.9,60.625,63.825,54.5,58.85,69.475,63,67.925,59.475,64.675,61.225,59.025,54.425,52.225
