Wavelength,PreheatTrans,PostheatTrans,Irrad1Trans,Irrad2Trans,Irrad3Trans,Irrad4Trans,Irrad5Trans,Irrad6Trans,Irrad7Trans,Irrad8Trans,Irrad9Trans,Irrad10Trans,Irrad11Trans,Irrad12Trans,Irrad13Trans,Irrad14Trans,Irrad15Trans
924,65.48,59.05,55.64,55.64,57.8,57.83,57.83,58.275,56.98,56.55,56.55,56.825,56.4,55.4,53.28,55.2,54.68
925,65.38,59.1,55.62,55.62,57.83,57.9,57.85,58.3,57.02,56.53,56.53,56.825,56.4,55.43,53.33,55.23,54.55
926,65.38,59.08,55.64,55.64,57.85,57.93,57.88,58.275,57.06,56.45,56.45,56.85,56.38,55.45,53.28,55.15,54.58
927,65.38,59.18,55.6,55.6,57.9,57.88,57.9,58.275,57.12,56.43,56.43,56.95,56.45,55.45,53.1,55.15,54.6
928,65.28,59.18,55.6,55.6,57.9,57.9,57.93,58.15,57.12,56.45,56.45,56.9,56.43,55.5,53.13,55.08,54.53
929,65.18,59.1,55.64,55.64,57.93,58,57.93,58.15,57.12,56.43,56.43,56.975,56.4,55.45,53.13,55.15,54.53
930,65.18,59.15,55.64,55.64,57.93,58.05,57.93,58.175,57.16,56.48,56.48,56.975,56.48,55.58,53.13,55.18,54.53
931,65.2,59.18,55.62,55.62,57.9,57.98,57.93,58.25,57.16,56.48,56.48,56.975,56.53,55.6,53.15,55.23,54.58
932,65.08,59.2,55.62,55.62,57.98,57.95,58,58.45,57.22,56.43,56.43,57.025,56.58,55.63,53.15,55.23,54.68
933,65,59.18,55.64,55.64,57.98,58.08,58.15,58.45,57.24,56.43,56.43,57.1,56.58,55.7,53.23,55.15,54.83
934,65,59.1,55.74,55.74,58.05,58.08,58.15,58.45,57.38,56.4,56.4,57.125,56.55,55.68,53.25,55.15,54.8
935,65.03,59.13,55.76,55.76,58.28,58.1,58.13,58.475,57.5,56.45,56.45,57.175,56.55,55.68,53.28,55.33,54.78
936,65.05,59.25,55.9,55.9,58.28,58.1,58.05,58.5,57.6,56.55,56.55,57.2,56.65,55.65,53.3,55.4,54.83
937,65.05,59.25,55.92,55.92,58.3,58.13,58.1,58.525,57.62,56.58,56.58,57.325,56.78,55.78,53.38,55.48,54.88
938,64.98,59.45,55.94,55.94,58.35,58.28,58.1,58.525,57.68,56.6,56.6,57.425,56.85,55.88,53.4,55.53,54.93
939,64.9,59.48,55.94,55.94,58.35,58.3,58.13,58.525,57.68,56.63,56.63,57.7,57,55.98,53.43,55.55,54.98
940,64.88,59.55,56.04,56.04,58.35,58.25,58.18,58.475,57.66,56.65,56.65,57.8,57.03,56.03,53.4,55.58,55.03
941,64.98,59.53,56.1,56.1,58.43,58.25,58.2,58.475,57.72,56.8,56.8,57.775,57.15,56.08,53.45,55.6,55.03
942,65.13,59.53,56.08,56.08,58.45,58.28,58.25,58.5,57.7,56.83,56.83,57.775,57.13,56.03,53.48,55.6,55.08
943,65.3,59.45,56.1,56.1,58.43,58.28,58.33,58.525,57.8,56.8,56.8,57.8,57.13,56.03,53.53,55.65,55.08
944,65.5,59.43,56.22,56.22,58.48,58.4,58.33,58.6,57.72,56.93,56.93,57.8,57.18,56.13,53.55,55.7,55.13
945,65.5,59.48,56.28,56.28,58.48,58.43,58.33,58.775,57.74,57.08,57.08,57.8,57.23,56.15,53.65,55.75,55.15
946,65.58,59.5,56.26,56.26,58.55,58.53,58.35,58.825,57.74,57.18,57.18,57.875,57.33,56.2,53.75,55.75,55.2
947,65.65,59.65,56.28,56.28,58.55,58.58,58.4,58.875,57.86,57.15,57.15,57.9,57.28,56.18,53.75,55.73,55.3
948,65.65,59.65,56.32,56.32,58.65,58.58,58.5,59,57.94,57.2,57.2,57.95,57.28,56.23,53.75,55.85,55.35
949,65.63,59.68,56.5,56.5,58.7,58.68,58.5,59.025,58,57.23,57.23,57.9,57.28,56.3,53.85,55.93,55.45
950,64.55,58.7,55.44,55.44,57.58,57.7,57.38,57.875,56.72,56.35,56.35,56.575,56.15,55.13,52.63,54.7,54.23
951,63.05,57.83,54.28,54.28,56.43,56.5,56.15,56.675,55.66,55.13,55.13,55.35,54.65,53.78,51.25,53.1,52.75
952,62.53,57.55,54.08,54.08,56.23,56,55.75,56.275,55.34,54.58,54.58,55,54.38,53.43,50.78,52.65,52.35
953,62.33,57.3,53.98,53.98,56.18,55.9,55.5,56.225,55.18,54.18,54.18,54.825,54.23,53.18,50.73,52.55,52.25
954,62.3,57.28,53.84,53.84,55.95,55.85,55.43,56.1,55.02,54.05,54.05,54.775,53.98,52.98,50.55,52.35,52.05
955,62.23,57.08,53.72,53.72,55.68,55.78,55.3,55.825,54.84,53.98,53.98,54.575,53.75,52.75,50.33,52.18,51.8
956,62.15,56.65,53.26,53.26,55.43,55.4,54.98,55.525,54.42,53.8,53.8,54.325,53.45,52.4,50.1,51.7,51.58
957,61.93,56.45,53.04,53.04,55,55.05,54.8,55.275,54.18,53.48,53.48,53.925,52.98,52,49.73,51.3,51.13
958,61.55,56.28,52.88,52.88,54.83,54.7,54.38,54.95,53.9,53.25,53.25,53.65,52.7,51.53,49.43,50.85,50.9
959,61.23,56.15,52.6,52.6,54.55,54.58,54.13,54.725,53.72,52.9,52.9,53.5,52.58,51.33,49.13,50.43,50.53
960,61.03,55.9,52.34,52.34,54.5,54.33,54.03,54.5,53.58,52.65,52.65,53.175,52.35,50.98,48.85,50.33,50.35
961,60.8,55.78,52.24,52.24,54.28,54.18,53.85,54.35,53.42,52.48,52.48,53.075,52.23,50.9,48.7,50.08,50.13
962,60.65,55.68,52.12,52.12,54.15,54.1,53.7,54.175,53.28,52.25,52.25,53.025,52.13,50.85,48.6,49.98,49.93
963,60.63,55.68,52.04,52.04,54.08,54.03,53.58,54.075,53.22,52.15,52.15,52.85,51.93,50.73,48.45,49.85,49.78
964,60.58,55.6,51.88,51.88,53.93,53.85,53.43,54,53.06,51.98,51.98,52.675,51.75,50.58,48.35,49.78,49.73
965,60.4,55.5,51.8,51.8,53.78,53.8,53.33,53.9,52.92,51.8,51.8,52.6,51.68,50.43,48,49.63,49.58
966,60.13,55.3,51.72,51.72,53.65,53.63,53.25,53.75,52.76,51.7,51.7,52.5,51.45,50.1,47.75,49.25,49.4
967,59.93,55.1,51.52,51.52,53.35,53.45,52.9,53.575,52.62,51.43,51.43,52.125,51.25,49.9,47.45,49.08,49.08
968,59.55,54.9,51.36,51.36,53.23,53.3,52.73,53.15,52.36,51.1,51.1,51.9,50.95,49.5,47.15,48.58,48.83
969,59.1,54.65,50.96,50.96,52.95,52.88,52.28,52.925,52.06,50.63,50.63,51.475,50.53,49.05,46.68,48.1,48.35
970,58.48,54.35,50.52,50.52,52.4,52.45,51.73,52.475,51.6,50.25,50.25,51.175,50.05,48.53,46.1,47.65,47.88
971,58.38,54.23,50.36,50.36,52.23,52.2,51.48,52.375,51.38,50.05,50.05,50.8,49.88,48.3,45.93,47.43,47.68
972,58.38,54.23,50.28,50.28,52.33,52.28,51.53,52.3,51.42,50.08,50.08,50.775,49.88,48.35,45.98,47.45,47.65
973,58.5,54.28,50.42,50.42,52.43,52.3,51.63,52.4,51.54,50.1,50.1,51,49.93,48.5,46.15,47.85,47.73
974,58.93,54.35,50.64,50.64,52.55,52.45,51.75,52.625,51.68,50.45,50.45,51.2,50.1,48.8,46.58,48.13,48.13
975,59.18,54.48,50.8,50.8,52.65,52.73,51.95,52.8,51.88,50.73,50.73,51.35,50.43,49.33,46.88,48.45,48.48
976,59.25,54.58,51.04,51.04,52.83,52.93,52.13,52.825,51.94,50.73,50.73,51.5,50.63,49.38,47.08,48.48,48.4
977,59.4,54.58,51.16,51.16,52.85,52.95,52.23,52.95,52,50.8,50.8,51.575,50.65,49.35,47,48.5,48.45
978,59.53,54.7,51.3,51.3,53.05,53,52.35,52.975,52.06,50.9,50.9,51.825,50.78,49.35,46.98,48.5,48.58
979,59.85,55.08,51.58,51.58,53.35,53.75,52.93,53.125,52.46,51.05,51.05,52.15,50.95,49.68,47.23,49.03,48.98
980,60.8,56.08,52.64,52.64,54.48,54.95,53.98,54.1,53.32,51.85,51.85,53.35,52.03,50.8,48.35,50.6,49.93
981,61.25,57.23,53.26,53.26,55.9,56,54.6,54.975,54.96,53.08,53.08,54.9,53.43,51.55,49.48,51.5,51.05
982,61.95,57.75,54.06,54.06,56.65,56.45,55.4,56.25,55.96,53.9,53.9,55.3,54.7,52.35,50.45,52.63,52.8
983,63.78,57.75,54.72,54.72,56.85,56.78,56.18,56.525,55.98,54.05,54.05,56.2,55.03,52.78,50.78,53.08,53.33
984,64.05,57.75,55,55,57.25,56.65,56.38,56.6,55.88,55,55,56.25,55.03,53.9,50.98,53.1,53.43
985,63.98,57.3,54.76,54.76,56.73,55.9,55.83,56.5,55.44,54.9,54.9,55.475,54.65,53.7,50.98,52.98,52.93
986,63.75,56.7,53.72,53.72,55.95,55.48,55.4,55.65,54.46,54.5,54.5,54.6,53.35,52.83,50.43,51.73,51.9
987,62.6,56.1,52.86,52.86,54.8,54.85,54.33,54.725,53.64,53.48,53.48,53.25,52.13,51.6,49.1,50.78,50.45
988,61.2,55.3,52.14,52.14,54.1,53.95,53.58,53.55,52.76,52.35,52.35,52.75,51.5,50.7,48.18,49.7,49.68
989,60.73,55.13,51.82,51.82,53.9,53.7,53.3,53.4,52.64,51.98,51.98,52.375,51.18,50.4,47.75,49.08,49.13
990,60.48,55.1,51.78,51.78,53.85,53.73,53.28,53.475,52.66,51.85,51.85,52.3,51.23,50.35,47.73,49.1,49.13
991,60.53,55.25,51.8,51.8,53.8,53.78,53.38,53.7,52.82,51.93,51.93,52.5,51.38,50.45,47.88,49.18,49.15
992,60.6,55.65,52.12,52.12,53.93,54.08,53.53,54.05,53.2,52.05,52.05,52.675,51.83,50.58,48.15,49.73,49.55
993,60.9,55.93,52.72,52.72,54.6,54.9,53.9,54.425,53.92,52.35,52.35,53.275,52.25,51.2,48.43,50.13,50.5
994,60.98,56.5,53.78,53.78,56.58,55.75,54.65,55.125,55.24,52.73,52.73,54.8,53.58,52.05,49.68,51.08,51.15
995,61.78,57.88,54.4,54.4,57.08,56.48,56.38,56.875,56.58,53.7,53.7,56,54.8,53.9,50.1,53.1,52.63
996,63.43,58.23,55.74,55.74,57.75,56.93,56.95,57.525,56.92,55,55,56.1,55.45,54.75,51.83,53.98,53.23
997,64.35,58.35,55.92,55.92,57.85,57.13,57.13,57.625,57.2,55.7,55.7,56.175,55.93,55.08,52.45,54.33,53.28
998,64.43,58.18,55.76,55.76,57.85,57.3,57.13,57.9,57.04,55.73,55.73,56.1,55.55,55.03,52.45,54.45,53.28
999,65.08,58.05,55.4,55.4,57.45,57,57.1,57.725,56.24,55.83,55.83,56.025,55.23,54.98,52.38,54.25,53.1
1000,64.75,57.43,55.1,55.1,57.05,56.63,56.78,57.425,55.78,55.85,55.85,55.75,54.78,54.25,51.8,53.45,52.78
1001,64.2,57.15,54.52,54.52,56.13,56.25,56.25,56.75,55.24,55.25,55.25,55.2,54.08,53.58,50.88,52.38,51.98
1002,63.4,56.8,54.2,54.2,55.78,56.08,55.68,56.1,54.7,54.68,54.68,54.575,53.78,52.75,50.15,51.63,51.43
1003,62.68,56.68,53.88,53.88,55.55,55.55,55.33,55.7,54.6,54.13,54.13,54.35,53.53,52.4,49.83,51.5,51
1004,62.63,56.5,53.7,53.7,55.53,55.53,55.08,55.6,54.54,53.93,53.93,54.2,53.45,52.3,49.7,51.28,50.98
1005,62.5,56.45,53.74,53.74,55.45,55.48,54.93,55.6,54.54,53.88,53.88,54.05,53.43,52.28,49.65,51.23,50.98
1006,62.48,56.45,53.72,53.72,55.4,55.48,54.93,55.55,54.46,53.83,53.83,54.025,53.35,52.33,49.68,51.23,51.05
1007,62.48,56.38,53.7,53.7,55.35,55.48,54.93,55.425,54.48,53.8,53.8,53.975,53.28,52.33,49.6,51.23,51.08
1008,62.28,56.35,53.62,53.62,55.35,55.45,54.95,55.5,54.48,53.78,53.78,53.95,53.23,52.25,49.58,51.08,51.13
1009,62.25,56.38,53.58,53.58,55.3,55.4,54.93,55.475,54.4,53.78,53.78,53.95,53.15,52.25,49.65,51.08,51.13
1010,62.28,56.5,53.54,53.54,55.33,55.43,54.9,55.525,54.26,53.78,53.78,53.95,53.13,52.23,49.63,51.05,51.18
1011,62.28,56.73,53.58,53.58,55.3,55.38,54.9,55.575,54.24,53.73,53.73,54.175,53.13,52.25,49.63,51.18,51.18
1012,62.3,56.83,53.7,53.7,55.68,55.48,54.88,55.55,54.42,53.73,53.73,54.35,53.3,52.3,49.68,51.28,51.18
1013,62.58,56.9,53.96,53.96,55.8,55.63,55.45,55.725,54.8,53.8,53.8,54.775,53.5,52.63,49.88,51.3,51.23
1014,62.68,57.28,53.96,53.96,56.2,55.75,55.48,55.75,54.88,53.9,53.9,54.9,54.05,53.08,49.9,51.28,51.65
1015,62.85,57.33,54.24,54.24,56.4,55.78,55.73,55.725,54.92,54.43,54.43,54.875,54.03,53.15,50,51.58,51.75
1016,62.93,57.3,54.32,54.32,56.08,55.83,55.68,55.675,54.96,54.38,54.38,54.825,53.93,53.3,50.25,51.83,51.78
1017,63.05,57.28,54.18,54.18,56,55.75,55.8,55.7,54.92,54.55,54.55,54.825,53.8,53.3,50.43,51.75,51.63
1018,63.03,57.05,54.18,54.18,55.93,55.73,55.73,55.625,54.88,54.55,54.55,54.65,53.83,53.08,50.35,51.7,51.63
1019,62.8,56.83,54.12,54.12,55.8,55.68,55.48,55.425,54.68,54.4,54.4,54.65,53.63,52.7,49.95,51.65,51.35
1020,62.6,56.65,54,54,55.7,55.5,55.43,55.375,54.36,54.1,54.1,54.2,53.25,52.38,49.8,51.25,51.2
1021,62.5,56.43,53.76,53.76,55.58,55.1,55,55.1,54.28,53.48,53.48,53.95,52.75,51.9,49.38,50.78,50.78
1022,62.2,56.13,53.58,53.58,55.28,54.88,54.8,54.95,54.1,53.2,53.2,53.65,52.43,51.73,48.88,50.48,50.43
1023,62.03,55.98,53.22,53.22,55.05,54.65,54.45,54.675,53.78,53.13,53.13,53.425,52.2,51.35,48.78,50.2,50.28
1024,61.68,55.98,52.94,52.94,54.73,54.45,54.2,54.525,53.56,52.88,52.88,53.15,52.13,50.98,48.45,49.8,50
1025,61.4,55.88,52.82,52.82,54.55,54.3,54.05,54.45,53.34,52.65,52.65,52.975,51.88,50.9,48.23,49.65,49.7
1026,61.3,55.83,52.58,52.58,54.38,54.28,53.95,54.325,53.22,52.48,52.48,52.75,51.78,50.65,48.1,49.5,49.53
1027,61.13,55.68,52.52,52.52,54.3,54.23,53.65,54.175,53,52.25,52.25,52.5,51.58,50.53,47.98,49.35,49.28
1028,61.03,55.58,52.32,52.32,54.15,54.1,53.53,54.025,52.84,52.13,52.13,52.4,51.48,50.43,47.78,49.28,49.18
1029,60.98,55.38,52.1,52.1,54.03,53.78,53.4,53.925,52.78,52.03,52.03,52.25,51.1,50.1,47.65,49,49.1
1030,60.98,55.08,52,52,53.98,53.75,53.3,53.85,52.7,51.85,51.85,52.25,51.08,50.03,47.58,48.85,48.98
1031,60.8,55.08,51.96,51.96,53.93,53.73,53.25,53.725,52.64,51.83,51.83,52.125,50.93,50.03,47.5,48.75,48.98
1032,60.78,55.08,51.94,51.94,53.88,53.65,52.95,53.475,52.48,51.75,51.75,51.925,50.85,50,47.35,48.75,48.98
1033,60.73,55.05,51.8,51.8,53.65,53.5,52.93,53.25,52.28,51.63,51.63,51.8,50.65,49.8,47.23,48.63,48.83
1034,60.63,55,51.74,51.74,53.45,53.43,52.85,53.2,52,51.3,51.3,51.55,50.58,49.6,47.05,48.45,48.7
1035,60.55,54.98,51.58,51.58,53.35,53.4,52.78,53.2,51.82,51.3,51.3,51.325,50.5,49.53,46.88,48.25,48.43
1036,60.43,54.6,51.32,51.32,53.32,53.28,52.53,53.175,51.8,51.08,51.08,51.25,50.5,49.38,46.83,48.1,48.05
1037,60.33,54.43,51.08,51.08,53.28,53.13,52.13,52.925,51.6,50.9,50.9,50.975,50.25,49.03,46.55,47.88,47.73
1038,60.13,54.25,51,51,53.13,52.73,52.05,52.35,51.4,50.7,50.7,50.625,49.98,48.75,46.33,47.53,47.48
1039,59.88,54.05,50.76,50.76,52.9,52.45,51.83,52.175,51,50.1,50.1,50.425,49.45,48.18,45.78,46.9,47.05
1040,59.68,53.95,50.34,50.34,52.55,52.18,51.4,51.85,50.72,49.75,49.75,50.375,48.88,47.7,45.28,46.6,46.98
1041,59.4,53.85,50.32,50.32,52.38,52.05,51.15,51.45,50.58,49.6,49.6,50,48.73,47.55,45.23,46.25,46.65
1042,59.3,53.68,50.34,50.34,51.98,51.8,51.05,51.2,50.48,49.43,49.43,49.775,48.65,47.33,45.23,46.1,46.43
1043,59.25,53.45,50.26,50.26,51.8,51.68,50.98,51.2,50.34,49.43,49.43,49.75,48.58,47.33,45.2,45.98,46.33
1044,59.25,53.38,50.08,50.08,51.8,51.7,50.83,51.125,50.16,49.33,49.33,49.475,48.55,47.18,44.98,45.93,46.1
1045,59.15,53.35,49.98,49.98,51.75,51.68,50.63,51.075,50.04,49.35,49.35,49.35,48.33,47.13,44.88,45.9,46.03
1046,58.93,53.35,49.94,49.94,51.75,51.58,50.6,50.85,49.82,49.2,49.2,49.2,48.25,47.03,44.6,45.85,45.78
1047,58.88,53.33,49.9,49.9,51.7,51.55,50.58,50.75,49.74,49.08,49.08,49.15,48.2,46.88,44.28,45.63,45.7
1048,58.83,53.2,49.92,49.92,51.68,51.33,50.5,50.675,49.62,49.05,49.05,48.925,47.98,46.75,44.23,45.53,45.63
1049,58.85,53.23,49.9,49.9,51.45,51.33,50.5,50.625,49.58,48.95,48.95,48.7,47.95,46.73,44.18,45.45,45.58
1050,58.83,53.1,49.86,49.86,51.38,51.3,50.48,50.675,49.46,49,49,48.775,47.95,46.6,44.1,45.4,45.6
1051,58.73,53.1,49.88,49.88,51.4,51.2,50.45,50.75,49.5,49.03,49.03,48.775,47.98,46.58,44.03,45.2,45.5
1052,58.75,52.98,49.8,49.8,51.43,51.3,50.58,50.725,49.52,48.9,48.9,48.8,48.05,46.6,44.03,45.2,45.43
1053,58.68,53,49.74,49.74,51.53,51.25,50.55,50.725,49.56,48.9,48.9,48.825,48.03,46.6,44.1,45.18,45.45
1054,58.55,53,49.7,49.7,51.45,51.28,50.45,50.7,49.54,48.88,48.88,48.8,47.95,46.58,44.03,45.18,45.48
1055,58.53,52.83,49.68,49.68,51.38,51.2,50.5,50.7,49.5,48.88,48.88,48.775,47.83,46.5,43.9,45.05,45.4
1056,58.38,52.88,49.64,49.64,51.25,51.13,50.45,50.4,49.46,48.6,48.6,48.775,47.5,46.48,43.78,44.78,45.25
1057,58.13,52.7,49.34,49.34,50.85,51.18,50.43,49.9,49.06,48.5,48.5,48.6,47,45.8,43.33,44.43,44.6
1058,57.93,52.1,48.8,48.8,50.53,50.23,49.78,49.475,48.68,47.7,47.7,47.5,46.5,45.35,42.98,43.75,43.58
1059,57.1,51.43,48.26,48.26,50.15,49.28,48.98,48.7,47.86,46.78,46.78,46.325,45.73,44.05,42.1,42.38,42.48
1060,56,51.25,47.46,47.46,48.93,48.7,48.35,48,47.06,45.78,45.78,45.45,44.8,42.95,40.65,41.45,41.9
1061,55.55,50.88,47.14,47.14,48.6,48.48,47.58,47.65,46.6,45.53,45.53,45.3,44.33,42.48,40.43,41.15,41.4
1062,55.33,50.55,46.94,46.94,48.5,48.33,47.4,47.225,46.18,45.13,45.13,45.025,44.08,42.33,40.23,40.83,41.3
1063,55.28,50.35,46.86,46.86,48.48,48.05,47.53,47.125,46.14,45.05,45.05,44.9,43.75,42.08,40.03,40.75,41.3
1064,55.3,50.5,46.74,46.74,48.18,48.08,47.43,47.2,46.2,45.05,45.05,44.875,43.73,42.08,40.1,40.75,41.3
1065,55.45,50.65,46.78,46.78,48.13,48.05,47.45,47.275,46.18,45.05,45.05,44.85,43.83,42.08,40.1,40.73,41.13
1066,55.45,50.58,46.82,46.82,48.03,48.03,47.35,47.2,46.14,45,45,44.875,43.65,42.05,40.1,40.55,41.05
1067,55.4,50.3,46.76,46.76,48.15,47.73,47.33,47.05,45.96,44.93,44.93,44.825,43.63,42,40.13,40.38,40.75
1068,55.3,50.23,46.66,46.66,48.2,47.65,47.1,46.95,45.84,44.9,44.9,44.575,43.48,41.9,40.03,40.1,40.7
1069,54.68,50.1,46.5,46.5,47.88,47.43,46.63,46.55,45.62,44.7,44.7,44.15,43.13,41.7,39.8,39.8,40.28
1070,54.6,50.2,46.24,46.24,47.48,47.3,46.53,46.175,45.34,44.43,44.43,43.825,42.85,41.3,39.45,39.45,39.98
1071,54.63,50,45.92,45.92,47.63,47.15,46.38,46.125,45.2,44.13,44.13,43.675,42.55,41.2,39.25,39.3,39.75
1072,54.58,49.95,45.88,45.88,47.53,47.2,46.48,46.2,45.02,44.05,44.05,43.6,42.3,41.15,39.18,39.28,39.6
1073,54.53,49.93,45.78,45.78,47.4,47.2,46.25,46.125,44.78,44.1,44.1,43.525,42.23,40.9,38.95,39.25,39.68
1074,54.45,49.48,45.54,45.54,47.35,47.1,46.15,45.95,44.84,44.08,44.08,43.525,42,40.7,38.83,39,39.63
1075,54.38,49.4,45.4,45.4,46.95,46.48,45.8,45.6,44.46,44.08,44.08,43.25,41.73,40.63,38.68,38.9,39.33
1076,54.25,49.18,45.24,45.24,46.63,46.43,45.5,45.325,44.4,43.9,43.9,43,41.7,40.28,38.45,38.73,38.95
1077,54.25,49.05,45,45,46.43,46.3,45.28,45.175,44.28,43.85,43.85,42.95,41.45,39.85,38.18,38.45,38.65
1078,54.1,49.13,44.9,44.9,46.4,46.33,45.35,45.025,44.16,43.7,43.7,42.95,41.48,39.95,38,38.45,38.65
1079,54.13,48.93,44.86,44.86,46.3,46.3,45.3,45.025,44.14,43.68,43.68,42.8,41.45,39.98,37.88,38.3,38.78
1080,54.05,49,45.08,45.08,46.2,46.28,45.33,45.1,44.06,43.85,43.85,42.875,41.55,40.13,37.95,38.33,38.83
1081,54.18,48.88,45.14,45.14,46.13,46.28,45.15,45.05,44.04,43.58,43.58,43.025,41.45,40.13,37.8,38.48,38.9
1082,54.13,48.78,45.1,45.1,46.2,46.23,45.15,44.925,43.88,43.6,43.6,42.675,41.48,40.25,37.83,38.43,38.78
1083,54.18,48.7,44.96,44.96,46.3,46.2,44.9,44.75,43.64,43.58,43.58,42.45,41.35,40.1,37.6,38.28,38.5
1084,54.08,48.6,44.86,44.86,46.15,46.03,44.83,44.475,43.54,43.4,43.4,42.25,41.43,39.9,37.5,38.25,38.3
1085,54.03,48.63,44.88,44.88,46.28,45.98,44.88,44.4,43.52,43.08,43.08,42.175,41.38,39.73,37.53,38.25,38.33
1086,54.05,48.78,45.14,45.14,46.4,46.05,45,44.75,43.68,43.28,43.28,42.425,41.63,39.95,37.65,38.35,38.43
1087,54.18,49.15,45.34,45.34,46.4,46.08,45.25,44.825,43.76,43.45,43.45,42.45,41.6,39.95,37.65,38.43,38.63
1088,54.18,49.05,44.96,44.96,46.45,45.9,45.2,44.85,43.76,43.33,43.33,42.325,41.5,39.98,37.48,38.35,38.5
1089,54.15,49,44.78,44.78,46.25,45.9,44.98,44.325,43.2,43.1,43.1,41.55,41.43,39.75,37.3,37.83,38.13
1090,53.83,48.8,44.44,44.44,45.73,45.65,44.53,43.85,42.8,42.7,42.7,41.225,40.8,39.13,37.23,37,37.5
1091,53.13,48.4,44.16,44.16,45.35,45.08,44.4,43.05,42.4,41.85,41.85,40.85,39.88,38.38,36.45,36.78,37.35
1092,52.98,48.45,43.9,43.9,45.18,44.75,44.1,43,42.22,41.78,41.78,40.625,39.93,38,36.5,36.78,37.1
1093,52.9,48.4,43.88,43.88,45.03,44.78,44.03,42.95,42.26,41.4,41.4,40.9,39.8,38.35,36.15,36.9,37.15
1094,52.8,48.38,44.14,44.14,45.05,44.93,43.9,43.15,42.22,41.43,41.43,40.95,39.93,38.43,36.18,36.93,37.28
1095,52.8,48.63,44.24,44.24,45.1,44.95,43.95,43.23,42.4,41.53,41.53,40.975,39.98,38.35,36.08,36.95,37.45
1096,52.75,48.73,44.16,44.16,45.43,44.55,43.9,42.975,42.44,41.95,41.95,41.075,40,38.4,36.38,36.73,37.48
1097,52.98,48.45,44.06,44.06,45.3,43.93,43.78,42.625,41.98,41.95,41.95,40.925,39.7,38.3,35.95,36.83,37.13
1098,52.83,48.25,43.8,43.8,45,43.8,43.78,42.225,41.66,41.93,41.93,40.9,39.3,38.08,35.65,36.3,36.75
1099,52.38,47.78,43.62,43.62,43.65,43.35,43.3,42.025,41.58,41.95,41.95,40.65,39.03,37.95,35.65,35.48,36.55
1100,77.13,66.2,59.9,59.9,63.83,54.5,58.85,69.475,63,60.85,60.85,59.475,64.68,61.23,59.03,54.43,52.23
